V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,gid,Q1.1,Q1.2,Q2.1,Q2.2_1,Q2.2_2,Q2.2_3,Q2.2_4,Q2.2_5,Q2.2_6,Q2.2_7,Q2.2_8,Q2.2_9,Q2.2_10,Q2.3,Q2.4_orange,Q2.4_banana,Q2.4_strawberry,Q2.4_apple,Q2.4_5,Q2.4_loquat,Q2.4_rambutan,Q2.4_mangosteen,Q2.4_peach,Q2.5,Q2.5_TEXT,NES_11,NES_5,NES_14,CD_4R,CON_3,NES_10,CD_7R,CD_12R,NES_1,CD_5,NES_8,CON_2,CD_1R,CD_11,CD_9,CD_3,NES_7,TECH_2,CD_13R,CON_5,NES_13,NES_3,CON_1,CD_2R,TECH_5(N),CD_8,NES_12,NES_6,CD_6,CON_4,CD_10,Q3.5_Validation,NES_15,NES_9,NES_2,TECH_3(N),NES_4,TECH_1,TECH_4,Q3.7,Q3.7_TEXT,Q4.1,Q4.2,Q5.1,Q5.2,Q6.1,Q6.2,Q7.1_1,Q7.1_2,Q7.1_3,Q7.1_4,Q7.1_5,Q7.2,Q7.3,Q8.1,Q8.2,Q9.1,Q9.2,Q9.3,Q9.4,Q9.5,Q9.6,Q9.7,Q9.8,Q9.9,Q10.1,Q10.2_1,Q10.2_2,Q10.2_3,Q10.2_4,Q10.2_5,Q10.2_6,Q10.3_1,Q10.3_2,Q10.3_3,Q10.3_4,Q10.3_5,Q10.3_6,Q11.1,Q11.2,Q11.3,Q11.4,Q11.5,Q11.6,Q11.7,LocationLatitude,LocationLongitude,LocationAccuracy
R_3q7S2PL2YcQaebz,Default Response Set,Anonymous,,,87.179.202.79,0,5/9/16 4:39,5/9/16 4:53,1,402310,2,,1,,,,,,,,,,1,3,1,1,1,1,3,5,5,5,1,4,,4,6,4,2,5,4,4,2,4,6,5,6,3,6,7,7,7,5,1,6,5,5,6,3,4,6,7,6,6,4,4,2,5,4,6,2,4,6,5,1,,,,,,,,,,,,,,,3,1,2,2,2,2,2,1,1,1,2,5,,,,,,,6,6,6,7,7,6,2,1,1,1,,5,2,48.03430176,10.72489929,-1
R_9ZIaCOClZ20Etbn,Default Response Set,Anonymous,,,95.90.215.1,0,5/9/16 4:51,5/9/16 4:57,1,402314,2,,1,,,,,,,,,,1,4,3,2,1,2,4,5,5,5,3,4,,6,7,5,4,7,3,1,7,6,6,4,6,4,6,7,7,7,5,3,7,7,6,5,5,2,7,2,7,6,5,7,2,6,6,4,1,4,7,5,1,,,,,,,,,,,,,,,4,1,2,2,2,1,1,3,2,1,1,4,7,7,6,6,6,6,2,2,3,3,3,2,2,2,1,3,1,11,2,50.86669922,12.08329773,-1
R_5q0ABDyGAvVjAZ7,Default Response Set,Anonymous,,,94.134.83.125,0,5/9/16 4:34,5/9/16 5:01,1,402308,2,,1,,,,,,,,,,1,4,2,1,2,1,3,5,5,5,1,4,,7,7,6,7,7,6,5,5,6,4,5,6,6,6,7,7,7,7,1,7,7,7,4,4,7,7,5,6,5,5,7,2,5,6,6,5,4,5,5,1,,,,,,4,1,,,,,,,,,,2,3,2,3,2,1,3,1,2,3,4,4,4,4,4,4,4,4,4,4,4,4,2,1,5,2,1,12,2,51.48240662,6.97479248,-1
R_0HC4N5YhbV88Ulv,Default Response Set,Anonymous,,,84.128.140.224,0,5/9/16 4:49,5/9/16 5:01,1,402312,2,,1,,,,,,,,,,1,4,2,1,1,2,3,5,5,5,3,4,,6,6,3,2,7,1,1,3,6,7,1,7,2,6,6,6,7,2,3,6,6,6,7,2,6,7,2,7,7,4,6,2,6,6,3,3,2,3,5,1,,,,,,,,3,3,3,3,3,3,1,,,2,1,2,2,3,2,1,1,2,5,,,,,,,3,2,3,3,4,4,2,6,1,3,2,18,2,48.54859924,10.85310364,-1
R_0de5xlfZvfJRG17,Default Response Set,Anonymous,,,84.147.13.67,0,5/9/16 4:53,5/9/16 5:06,1,402315,2,,1,1,,,,,,,1,,,3,3,2,1,2,2,5,5,5,2,4,,6,7,3,2,7,1,2,2,5,7,1,6,3,5,6,6,7,3,2,7,7,6,6,3,5,5,2,2,5,5,6,2,7,7,1,7,2,4,4,1,,4,1,,,,,,,,,,,,,,2,1,2,1,1,2,1,2,2,5,,,,,,,4,3,3,4,3,2,2,1,1,1,,7,2,49.94740295,11.5993042,-1
R_3q8fJbBRQwXFmG9,Default Response Set,Anonymous,,,217.234.240.173,0,5/9/16 5:10,5/9/16 5:16,1,402317,2,,1,,,1,,,,,,,,8,2,1,1,1,3,5,5,5,3,4,,6,5,4,4,6,4,4,4,4,4,4,4,4,4,4,4,4,4,5,6,5,5,4,5,4,4,4,5,5,4,5,2,4,4,4,4,4,4,4,1,,,,,,,,,,,,,,,4,1,3,3,3,1,3,1,3,3,2,5,,,,,,,4,4,4,4,4,4,2,2,4,2,1,53,2,48.92129517,9.067901611,-1
R_0GjujLAEWMxOHAh,Default Response Set,Anonymous,,,87.139.171.90,0,5/9/16 5:09,5/9/16 5:20,1,402316,2,,1,,,,,,,,,,1,4,3,1,1,1,3,5,5,5,3,4,,5,5,4,4,6,3,3,4,5,5,3,5,4,5,5,5,5,4,3,6,5,5,6,5,4,6,5,5,6,5,6,2,5,5,4,5,4,4,4,1,,,,4,1,,,,,,,,,,,,2,1,2,1,1,2,1,2,1,5,,,,,,,3,3,3,3,3,3,2,2,3,5,4,16,2,51,9,-1
R_4GFVTjDmYRPFDY9,Default Response Set,Anonymous,,,109.193.16.122,0,5/9/16 5:18,5/9/16 5:25,1,402321,2,,1,,,,,,,1,,,,2,3,1,1,2,4,5,5,5,3,4,,7,7,6,5,6,5,2,4,3,6,1,3,4,5,7,7,7,2,2,7,,7,7,3,5,7,1,6,4,3,6,2,7,7,1,4,4,4,1,1,,,,,,,,1,1,1,1,1,4,1,,,3,2,3,1,1,1,2,1,2,5,,,,,,,1,2,1,2,3,2,2,3,3,4,1,5,2,49.34280396,8.659194946,-1
R_41mkqXzLaql9n5r,Default Response Set,Anonymous,,,94.216.74.149,0,5/9/16 5:13,5/9/16 5:25,1,402319,2,,1,,,1,,,,1,,,,3,3,2,2,3,5,5,5,5,3,4,,4,1,5,3,6,3,3,3,4,5,6,5,3,5,5,5,7,4,3,6,6,6,6,3,4,5,1,5,5,2,6,2,4,6,2,3,4,5,5,1,,,,,,3,1,,,,,,,,,,2,3,2,1,1,3,2,3,1,5,,,,,,,4,3,4,3,3,3,2,1,5,2,1,7,2,48.1499939,11.58329773,-1
R_6Ayxzc2S4XOvNNb,Default Response Set,Anonymous,,,80.120.177.164,0,5/9/16 5:23,5/9/16 5:30,1,800432,2,,1,,,,,,,,,,1,7,2,2,3,1,4,5,5,5,3,2,,6,7,2,4,6,1,2,2,4,4,1,5,4,4,5,4,7,4,4,3,6,6,7,3,2,5,1,2,5,1,6,2,6,7,2,4,4,5,5,1,,7,1,,,,,,,,,,,,,,3,3,3,1,1,3,2,3,1,4,7,7,7,7,6,7,1,2,2,2,3,3,2,5,3,1,,48,1,48.20770264,16.37049866,-1
R_cHg1NDdqRC3Oq7X,Default Response Set,Anonymous,,,89.204.137.30,0,5/9/16 5:16,5/9/16 5:31,1,402320,2,,1,,,,,,,,,,1,3,1,1,1,1,1,5,5,5,1,4,,5,6,6,4,7,6,5,5,5,5,5,7,5,5,4,5,4,5,2,7,5,5,6,2,4,6,4,3,6,4,4,2,4,6,2,2,4,5,4,1,,,,2,1,,,,,,,,,,,,2,1,2,1,1,2,1,1,1,5,,,,,,,1,1,1,1,1,1,2,4,3,2,1,7,3,51,9,-1
R_0VfyszxnTOQcYzH,Default Response Set,Anonymous,,,176.0.132.42,0,5/9/16 5:12,5/9/16 5:36,1,402318,2,,1,,,,,,,,,,1,4,2,1,1,1,2,5,5,5,3,4,,5,6,5,4,7,3,4,4,5,4,2,7,3,6,5,5,7,5,3,7,7,6,6,4,5,3,2,6,4,4,4,2,5,6,4,3,2,4,3,1,,,,,,,,1,1,1,1,1,7,1,,,2,3,2,1,2,1,2,1,2,5,,,,,,,4,4,4,4,4,4,2,7,1,2,1,18,2,51,9,-1
R_5pUCNur6HY8r4ep,Default Response Set,Anonymous,,,192.166.53.199,0,5/9/16 5:22,5/9/16 5:36,1,402322,2,,1,,,,,,,,,,1,3,2,1,1,2,,2,1,2,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.56669617,7.233306885,-1
R_3q7YatvNGWynQ21,Default Response Set,Anonymous,,,212.90.154.194,0,5/9/16 5:30,5/9/16 5:37,1,402324,2,,1,,,,,,,,,,1,4,4,3,3,3,3,5,5,5,4,4,,7,6,5,4,7,4,3,5,7,3,1,4,6,1,5,1,7,5,3,7,5,6,7,5,4,5,4,6,5,1,4,2,6,6,4,4,5,5,6,1,,,,,,,,,,,,,,,4,1,2,1,2,2,1,2,1,1,1,5,,,,,,,4,4,4,4,4,4,2,1,2,2,1,12,2,52.92080688,9.248001099,-1
R_1B8yfacvhpdrJSl,Default Response Set,Anonymous,,,217.238.231.114,0,5/9/16 5:36,5/9/16 5:45,1,402327,2,,1,,,,,,,,,,1,3,2,2,2,2,2,5,5,5,2,4,,5,4,5,5,3,4,4,5,3,4,4,2,3,4,4,5,4,3,4,4,3,5,3,4,4,5,4,3,5,4,4,3,4,3,4,3,4,4,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.38220215,10.93370056,-1
R_e3rQAwSm1spGTLT,Default Response Set,Anonymous,,,212.42.244.241,0,5/9/16 5:30,5/9/16 5:48,1,402323,2,,1,,,,,,,,,,1,3,1,1,1,3,3,5,5,5,3,4,,6,5,5,4,7,5,3,4,4,3,3,6,4,5,5,5,6,4,4,6,5,5,7,4,4,5,2,5,4,7,5,2,5,5,3,4,3,6,4,1,,,,,,3,1,,,,,,,,,,2,3,2,1,1,1,2,1,1,5,,,,,,,5,3,4,4,4,4,2,1,3,1,,9,2,52.51669312,13.3999939,-1
R_4MwWTNBuueO5d2d,Default Response Set,Anonymous,,,83.137.71.205,0,5/9/16 5:35,5/9/16 5:49,1,402326,2,,1,,1,,,,,1,,,,3,2,1,1,1,3,5,5,5,2,4,,6,7,4,2,7,2,2,2,5,5,2,5,4,6,5,6,7,4,2,7,5,5,6,3,4,6,2,6,6,4,6,2,6,5,2,2,3,5,6,6,,,,6,1,,,,,,,,,,,,2,2,2,1,1,1,2,1,1,5,,,,,,,1,4,3,3,5,5,2,1,3,4,1,8,2,50.73330688,8.633300781,-1
R_38HFkSgwjkNOb2d,Default Response Set,Anonymous,,,109.44.3.103,0,5/9/16 5:34,5/9/16 5:52,1,402325,,,1,,,,,,,,,,1,4,2,1,3,1,3,5,5,5,3,4,,6,6,5,5,7,2,2,2,5,6,2,5,5,6,6,6,6,6,2,6,6,6,6,6,4,6,2,3,5,4,6,2,5,5,2,3,5,5,5,1,,5,1,,,,,,,,,,,,,,2,2,2,1,1,1,2,1,1,4,5,6,6,6,6,5,4,4,4,4,3,3,2,1,3,1,,18,2,51.0348053,7.11819458,-1
R_6hVtlgAzCVhtIIl,Default Response Set,Anonymous,,,193.171.69.65,0,5/9/16 5:57,5/9/16 5:58,1,800433,2,,1,,,,,,,,,,1,4,1,1,1,1,2,2,3,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.26669312,11.3999939,-1
R_6rpF3QW8N7UKUlf,Default Response Set,Anonymous,,,217.243.165.46,0,5/9/16 5:37,5/9/16 6:00,1,402328,2,,1,,,,,,,,,,1,4,2,1,2,1,2,5,5,5,3,4,,4,6,4,3,6,5,1,3,2,6,1,5,4,5,5,5,7,3,1,6,6,6,4,1,4,3,1,5,5,4,5,3,6,5,2,1,2,3,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.28329468,8.350006104,-1
R_byl4Vx8N4GN0YWF,Default Response Set,Anonymous,,,91.41.141.7,0,5/9/16 5:48,5/9/16 6:01,1,402329,2,,1,,,,,,,,,,1,4,4,4,4,4,5,5,5,5,4,4,,5,5,4,4,5,4,3,4,5,4,3,4,4,5,4,5,5,4,4,5,4,4,4,4,4,5,4,5,5,4,5,2,4,5,3,4,4,4,4,1,,,,,,,,3,3,3,3,3,3,1,,,2,1,3,2,1,3,3,3,1,5,,,,,,,4,4,4,4,4,4,2,6,2,2,1,16,2,48.1499939,11.58329773,-1
R_9RFFamCoBbdWhSZ,Default Response Set,Anonymous,,,178.200.189.37,0,5/9/16 5:55,5/9/16 6:04,1,402331,2,,1,,,,,,,,,,1,8,3,1,1,1,2,5,5,5,3,4,,7,7,4,5,5,1,2,2,6,6,2,4,2,6,6,6,7,2,4,5,7,7,6,2,2,5,1,4,6,4,6,2,7,4,1,2,2,5,4,1,,,,,,,,,,,,,,,2,1,2,2,2,2,2,1,3,1,2,5,,,,,,,3,3,4,3,3,2,2,5,3,1,,51,3,51,9,-1
R_0xDQkcKFw9h2zHv,Default Response Set,Anonymous,,,81.21.122.126,0,5/9/16 6:07,5/9/16 6:09,1,800434,2,,2,,,,,,,,,,1,3,1,1,1,1,1,5,5,5,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.6000061,15.68330383,-1
R_25MEZflL6TFJSXb,Default Response Set,Anonymous,,,37.24.61.67,0,5/9/16 6:13,5/9/16 6:15,1,402336,2,,2,,,,,,,,,,1,3,1,1,1,1,1,5,5,5,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,9,-1
R_2nxk9bC2O2uHeyV,Default Response Set,Anonymous,,,217.51.133.148,0,5/9/16 6:16,5/9/16 6:16,1,402338,2,,1,,,,,,,,,,1,3,2,2,1,1,1,1,1,1,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.06910706,8.225402832,-1
R_02Kc4S9F1EkLpLD,Default Response Set,Anonymous,,,89.246.189.223,0,5/9/16 6:08,5/9/16 6:19,1,402333,2,,1,,,,,,,,,,1,2,2,1,1,2,1,5,5,5,2,4,,6,6,4,3,7,2,4,7,5,2,2,7,4,6,6,6,6,5,2,7,7,5,7,3,4,5,4,5,5,5,5,2,6,5,4,3,4,5,5,1,,3,1,,,,,,,,,,,,,,3,3,3,1,2,3,2,3,1,5,,,,,,,2,3,3,3,3,3,2,1,2,4,2,3,2,50.78329468,12.13330078,-1
R_6YApjdV01jv5eLP,Default Response Set,Anonymous,,,79.233.252.20,0,5/9/16 6:08,5/9/16 6:19,1,402332,2,,1,,,,,,,,,,1,4,3,1,1,1,1,5,5,5,3,4,,4,7,2,3,6,3,3,5,6,5,1,7,5,4,6,5,6,6,2,7,5,1,7,4,1,5,2,2,6,5,3,2,5,6,1,1,4,6,6,1,,,,6,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,6,4,5,5,6,7,4,4,3,2,2,2,2,3,4,3,2,17,3,49.15660095,9.174606323,-1
R_cSzb4059cv4HGCh,Default Response Set,Anonymous,,,79.219.93.102,0,5/9/16 5:51,5/9/16 6:19,1,402330,2,,1,,1,,,,,,,,,4,3,2,2,1,5,5,5,5,3,4,,6,6,4,4,5,1,1,2,2,7,1,6,2,7,7,2,7,4,3,5,6,7,4,1,4,7,1,7,7,1,7,1,5,6,1,4,4,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.31669617,10.31669617,-1
R_4ZmRL3qazaYdDRH,Default Response Set,Anonymous,,,79.220.118.132,0,5/9/16 6:12,5/9/16 6:20,1,402335,2,,1,,,,,,,,,,1,4,3,2,2,2,3,5,5,3,3,4,,5,7,1,4,7,2,1,3,5,4,1,5,4,5,6,5,7,5,3,7,6,6,5,4,4,6,2,3,5,5,4,2,6,6,1,4,4,5,5,1,,4,1,,,,,,,,,,,,,,2,2,2,1,2,1,2,1,2,4,5,6,6,6,6,5,1,2,2,2,2,2,2,2,4,4,3,14,2,49.5256958,8.496505737,-1
R_aaT8suapjipNS6x,Default Response Set,Anonymous,,,46.223.129.7,0,5/9/16 6:24,5/9/16 6:25,1,402339,1,1,1,1,1,,1,,,1,1,,,4,1,1,3,1,2,2,2,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.1618042,9.219299316,-1
R_5nhO9QfzudnnCw5,Default Response Set,Anonymous,,,217.86.199.197,0,5/9/16 6:10,5/9/16 6:26,1,402334,2,,1,,,,1,,,,,,,4,3,1,2,2,2,5,5,5,3,4,,7,7,3,2,5,1,1,3,1,5,1,6,4,5,6,7,7,3,4,5,6,6,6,4,4,5,2,6,7,5,5,2,7,7,2,4,1,5,2,2,,,,,,,,,,,,,,,4,1,2,2,2,2,2,2,2,1,2,4,7,7,7,7,7,7,3,3,3,3,3,3,2,1,3,1,,11,2,51,9,-1
R_6EkD3ueUsY5UUap,Default Response Set,Anonymous,,,87.157.171.140,0,5/9/16 6:15,5/9/16 6:26,1,402337,2,,1,,,,,,,1,,,,4,2,1,2,2,1,5,5,5,4,4,,5,6,5,4,7,4,2,1,4,6,3,5,6,7,5,7,3,2,4,6,7,6,6,4,5,5,4,6,3,1,4,2,5,7,4,4,6,4,5,1,,,,,,4,1,,,,,,,,,,3,3,3,1,1,3,2,3,1,5,,,,,,,4,3,4,3,4,2,2,1,4,3,2,12,2,52.08189392,11.58610535,-1
R_1RMXcUVDX15tEON,Default Response Set,Anonymous,,,217.115.75.199,0,5/9/16 4:31,5/9/16 6:33,1,402306,1,1,1,,,,,,,,,,1,4,3,1,2,1,5,5,5,5,3,4,,3,7,4,3,5,1,2,2,5,3,2,5,4,3,5,5,7,3,1,5,5,5,4,3,6,6,2,3,6,5,6,2,7,5,1,6,3,2,4,1,,,,,,5,1,,,,,,,,,,2,2,2,1,1,3,2,2,1,5,,,,,,,2,3,3,3,3,4,2,1,5,2,1,20,5,48.1499939,11.58329773,-1
R_czHrvdAyPxZRYMt,Default Response Set,Anonymous,,,95.208.248.129,0,5/9/16 6:34,5/9/16 6:36,1,402341,,,2,,,,,,,,,,1,2,1,1,1,1,2,5,5,5,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.76669312,9.183303833,-1
R_1FB3GoR554f8Dop,Default Response Set,Anonymous,,,79.240.242.181,0,5/9/16 6:29,5/9/16 6:37,1,402340,2,,1,,,,,,,,,,1,4,2,1,3,1,2,5,5,5,3,4,,6,6,4,3,3,3,1,2,5,5,1,6,3,6,5,6,7,4,2,7,6,5,7,5,3,5,1,5,5,6,5,2,5,5,5,5,5,5,5,1,,,,,,,,2,2,4,3,2,5,1,,,2,1,2,2,1,2,2,1,1,5,,,,,,,3,3,2,2,3,1,2,4,1,2,1,13,4,51.05000305,13.75,-1
R_0cFojsqnRbyHBMp,Default Response Set,Anonymous,,,84.155.71.199,0,5/9/16 6:36,5/9/16 6:41,1,402342,2,,1,,,,,,,,,,1,4,5,2,2,2,5,5,5,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.26669312,8.072494507,-1
R_1ZjegPhPoEmyAW9,Default Response Set,Anonymous,,,195.37.42.201,0,5/9/16 6:41,5/9/16 6:43,1,402345,2,,1,,,,,,,,,,1,4,1,1,3,1,2,5,4,4,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.45019531,11.8480072,-1
R_6Dyu8fmxFJlfKIt,Default Response Set,Anonymous,,,87.138.86.225,0,5/9/16 6:38,5/9/16 6:45,1,402344,2,,1,,,,,,,,,,1,4,3,2,1,2,5,5,5,5,3,4,,7,7,1,1,6,1,2,1,7,7,1,4,2,7,7,7,7,5,2,6,7,7,6,1,5,7,1,7,7,5,7,2,7,7,1,5,4,5,1,1,,,,2,1,,,,,,,,,,,,2,3,2,1,1,1,2,1,1,5,,,,,,,4,4,4,4,4,4,2,1,2,2,1,13,2,49.44779968,11.06829834,-1
R_b2bAEszBGsHRhQh,Default Response Set,Anonymous,,,80.139.122.170,0,5/9/16 6:37,5/9/16 6:46,1,402343,2,,1,,1,,,,,,,,,4,3,2,1,1,2,5,5,5,4,4,,5,6,3,3,5,2,2,3,5,5,2,5,3,5,5,5,6,5,4,5,5,5,5,3,3,5,3,5,5,5,5,2,5,5,3,3,3,5,5,1,,,,4,1,,,,,,,,,,,,3,3,3,1,1,3,2,3,1,5,,,,,,,4,4,4,4,4,4,2,1,1,1,,19,5,49.07609558,9.556396484,-1
R_8G2Soh91Cfdoo3H,Default Response Set,Anonymous,,,62.46.108.181,0,5/9/16 6:36,5/9/16 6:48,1,800436,2,,1,,,,,,,,,,1,7,3,2,2,1,2,5,5,5,3,2,,6,7,6,6,,6,2,3,6,5,4,5,4,5,7,6,6,6,6,5,7,7,2,6,1,6,3,6,6,4,6,2,7,4,5,6,3,6,6,1,,,,,,,,2,2,2,2,2,2,1,,,2,1,2,1,1,2,1,1,2,3,5,6,6,6,7,6,1,1,1,1,1,1,1,5,1,1,,49,2,48.19999695,16.36669922,-1
R_8pS92Bw8JiFIBvL,Default Response Set,Anonymous,,,212.95.7.8,0,5/9/16 6:45,5/9/16 6:51,1,800437,,,1,,1,,,,,1,,,,4,2,2,2,1,1,5,5,5,3,2,,4,7,5,3,,2,1,5,2,6,2,7,2,6,6,5,7,4,3,6,5,5,6,4,4,4,6,7,5,5,6,3,2,6,5,3,3,5,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.19999695,16.36669922,-1
R_9oXRzTWvA4NqPid,Default Response Set,Anonymous,,,91.6.83.203,0,5/9/16 6:44,5/9/16 6:56,1,402346,,,1,,,,,,,1,,,,4,2,5,1,1,1,5,5,5,2,4,,5,5,6,5,7,3,2,4,3,2,3,6,6,5,6,5,5,5,3,7,5,5,7,3,4,5,2,6,4,7,5,2,5,6,2,2,6,6,6,1,,,,,,,,,,,,,,,4,1,2,1,2,2,2,1,1,1,1,5,,,,,,,6,5,4,5,4,3,2,1,2,1,,10,2,47.71839905,10.3132019,-1
R_3V2bsvLuBNtwqcR,Default Response Set,Anonymous,,,80.152.165.251,0,5/9/16 6:57,5/9/16 6:59,1,,1,1,1,,,,,,,,,,1,3,2,2,1,1,2,2,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,9,-1
R_8q9M3DU66z2mmLH,Default Response Set,Anonymous,,,84.129.220.32,0,5/9/16 6:54,5/9/16 7:03,1,402348,2,,1,,,,,,,,,,1,7,2,2,2,1,1,5,5,5,4,4,,6,7,3,4,7,4,5,5,6,6,7,4,3,6,6,5,6,4,4,7,6,5,7,4,4,5,3,2,4,4,4,2,6,7,4,4,3,4,4,1,,,,,,4,1,,,,,,,,,,3,3,3,1,2,3,2,3,1,5,,,,,,,4,4,3,4,4,3,2,5,1,1,,42,2,52.27890015,10.54269409,-1
R_1zArQWV58o4wMF7,Default Response Set,Anonymous,,,132.252.10.6,0,5/9/16 6:58,5/9/16 7:08,1,402350,2,,1,,,,,,,,,,1,4,2,1,1,1,1,5,5,5,3,4,,4,6,5,,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,5,5,6,3,4,4,4,4,4,4,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.44999695,7.016693115,-1
R_9HsDn39QR2sAXZz,Default Response Set,Anonymous,,,88.152.241.32,0,5/9/16 7:11,5/9/16 7:17,1,402353,2,,1,,,,,,,,,,1,4,3,3,2,2,3,5,5,5,3,4,,7,7,2,5,6,2,3,4,6,5,3,4,2,6,5,5,7,4,3,6,5,5,4,4,4,5,3,5,5,4,6,2,6,6,2,3,4,5,5,1,,,,,,,,,,,,,,,4,1,2,3,2,3,2,1,3,1,2,5,,,,,,,4,4,4,4,3,3,2,6,4,2,1,19,3,51,9,-1
R_1LBn1P7b2Ufc3Ax,Default Response Set,Anonymous,,,217.229.10.107,0,5/9/16 6:50,5/9/16 7:19,1,402347,2,,1,,,,,,,,,,1,3,1,1,1,1,3,5,5,5,3,4,,6,7,6,3,7,1,3,4,6,3,2,6,5,6,3,4,7,5,4,7,4,4,7,4,2,4,1,5,5,7,4,2,6,7,4,3,4,5,4,2,,5,1,,,,,,,,,,,,,,2,3,2,1,1,1,2,1,1,4,4,3,4,5,3,5,2,1,4,1,4,4,2,2,2,2,1,8,4,49.40620422,8.686798096,-1
R_bEPbIwaU2fniXVX,Default Response Set,Anonymous,,,91.114.230.167,0,5/9/16 7:12,5/9/16 7:19,1,800439,2,,1,,,,,,,,,,1,4,3,1,2,2,3,5,5,5,3,2,,5,5,4,4,5,3,3,4,5,5,3,4,3,5,5,4,7,4,4,5,7,6,6,4,5,4,3,7,5,4,4,2,6,7,4,4,6,3,4,1,,,,,,,,2,2,2,2,2,4,1,,,2,3,2,3,2,1,3,1,2,5,,,,,,,5,5,4,4,3,4,1,1,3,2,1,12,3,47.05000305,16.05000305,-1
R_ekrCzMPi2DO66s5,Default Response Set,Anonymous,,,79.219.144.128,0,5/9/16 7:10,5/9/16 7:21,1,402352,2,,1,,,,,,,,,,1,4,3,2,3,1,2,5,5,5,4,4,,5,6,3,5,7,2,5,5,3,4,2,6,3,3,5,5,7,5,6,7,7,6,5,4,4,5,1,7,6,6,6,2,6,7,3,3,3,5,6,1,,,,,,3,1,,,,,,,,,,2,2,2,1,1,1,2,1,2,5,,,,,,,4,2,3,2,1,1,2,1,4,1,,17,5,49.3500061,7.050003052,-1
R_6L3ohwvmiMGzw7X,Default Response Set,Anonymous,,,84.112.6.168,0,5/9/16 7:04,5/9/16 7:23,1,800438,2,,1,,,,,,,,,,1,6,3,1,3,1,3,5,5,5,3,2,,6,7,4,2,6,1,1,1,7,6,2,6,2,5,6,6,7,2,1,4,7,7,7,4,4,7,1,6,6,6,6,2,6,7,2,5,4,2,5,1,,,,7,1,,,,,,,,,,,,3,3,3,3,3,3,2,3,1,5,,,,,,,3,3,3,3,3,3,2,6,1,1,,32,2,48.19200134,16.36709595,-1
R_3gwl77lDxz1lJ89,Default Response Set,Anonymous,,,90.186.1.229,0,5/9/16 7:10,5/9/16 7:23,1,402351,2,,1,,1,1,,,,,,,,2,2,1,1,1,1,5,5,4,3,4,,7,6,1,3,7,2,2,4,6,3,3,7,4,4,4,4,6,5,3,7,7,6,6,4,2,5,1,6,6,7,5,2,7,7,2,4,5,5,4,6,,6,1,,,,,,,,,,,,,,3,2,3,2,1,2,2,2,1,4,4,4,4,4,4,4,1,1,1,1,3,3,2,4,2,2,1,4,3,51.4559021,11.90910339,-1
