V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,gid,Q1.1,Q1.2,Q2.1,Q2.2_1,Q2.2_2,Q2.2_3,Q2.2_4,Q2.2_5,Q2.2_6,Q2.2_7,Q2.2_8,Q2.2_9,Q2.2_10,Q2.3,Q2.4_orange,Q2.4_banana,Q2.4_strawberry,Q2.4_apples,Q2.4_blueberries,Q2.4_feijoas,Q2.4_rambutan,Q2.4_loquat,Q2.4_peaches,Q2.5,Q2.5_TEXT,NES_11,NES_5,NES_14,CD_4R,CON_3,NES_10,CD_7R,CD_12R,NES_1,CD_5,NES_8,CON_2,CD_1R,CD_11,CD_9,CD_3,NES_7,TECH_2,CD_13R,CON_5,NES_13,NES_3,CON_1,CD_2R,TECH_5(N),CD_8,NES_12,NES_6,CD_6,CON_4,CD_10,Q3.5_Validation,NES_15,NES_9,NES_2,TECH_3(N),NES_4,TECH_1,TECH_4,Q3.7,Q3.7_TEXT,Q3.8,Q3.8_TEXT,Q4.1,Q4.2,Q5.1,Q5.2,Q6.1,Q6.2,Q7.1_iron,Q7.1_vitC,Q7.1_potassium,Q7.1_calcium,Q7.1_vitD,Q7.2,Q7.3,Q8.1,Q8.2,Q9.1,Q9.2,Q9.3,Q9.4,Q9.5,Q9.6,Q9.7,Q9.8,Q9.9,Q10.1,Q9.2_1,Q9.2_2,Q9.2_3,Q9.2_4,Q9.2_5,Q9.2_6,Q10.3_1,Q10.3_2,Q10.3_3,Q10.3_4,Q10.3_5,Q10.3_6,Q11.1,Q11.2,Q11.3,Q11.4,Q11.5,Q11.6,Q11.7,Q11.8,Q11.8_TEXT,Q11.9,Q11.10_1,Q11.10_2,Q11.10_3,Q11.10_4,Q11.10_5,Q11.10_6,Q11.10_6_TEXT,LocationLatitude,LocationLongitude,LocationAccuracy
R_aVi6NdvjDbHelZX,Default Response Set,Anonymous,,,108.14.183.29,0,5/3/16 22:31,5/3/16 22:35,0,201261,2,,1,,,,,,,,,,1,8,4,4,4,4,4,5,5,4,4,9,,7,7,1,4,5,1,2,4,7,5,1,1,4,4,4,5,7,4,2,5,7,7,6,3,4,4,1,4,5,2,6,2,7,7,1,3,4,5,5,1,,1,,,,,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
R_6gTa0cipotbHLiB,Default Response Set,Anonymous,,,138.207.201.255,0,5/3/16 22:38,5/3/16 22:39,0,201266,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
R_eypXP7Yj3voGmDr,Default Response Set,Anonymous,,,108.34.52.90,0,5/9/16 22:33,5/10/16 22:48,1,205209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.31610107,-76.57520294,-1
R_ahNalNsvlL2eQ8B,Default Response Set,Anonymous,,,76.236.121.121,0,5/3/16 22:45,5/3/16 22:48,0,201274,2,,1,,,,,,,,,,1,8,4,3,3,3,3,5,5,5,3,9,,,,,,,,,,,,,,,,,,,,2,7,,5,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
R_3gZRrpOb6lONPYF,Default Response Set,Anonymous,,,24.61.83.21,0,5/3/16 22:43,5/3/16 22:50,0,201271,2,,1,,,,,,,,,,1,3,1,1,1,1,1,5,3,5,2,9,,2,7,6,2,7,1,2,6,4,7,6,7,2,4,7,7,7,5,1,7,6,6,5,1,4,6,3,7,7,7,4,2,7,5,3,1,2,4,4,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
R_07F6wSW4x03x4wZ,Default Response Set,Anonymous,,,24.61.83.21,0,5/3/16 22:50,5/3/16 22:50,0,201271,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
R_9SkERzkPaqwcszH,Default Response Set,Anonymous,,,69.14.1.152,0,5/3/16 22:47,5/3/16 22:51,0,201279,2,,1,,,,,,,,,,1,7,4,1,4,3,3,5,5,5,4,9,,5,5,3,3,5,2,,,,,,,3,5,5,5,6,5,2,5,5,6,5,3,3,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
R_eEgqP61g5JBg18h,Default Response Set,Anonymous,,,76.28.254.40,0,5/10/16 10:31,5/10/16 23:00,1,205445,1,1,1,,,,,,,,,,1,5,4,4,4,4,4,5,5,5,5,9,,3,3,3,4,6,3,6,6,6,6,6,6,6,6,2,3,3,6,6,6,6,6,6,6,6,6,5,6,6,7,7,2,6,6,6,6,6,6,6,3,,4,,,,,,,,3,3,3,3,3,2,1,,,2,1,2,2,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,,49,30,2,,2,1,,,,,,,47.63220215,-122.6376038,-1
R_eY9BNYO2MaywJoh,Default Response Set,Anonymous,,,71.90.49.87,0,5/3/16 23:36,5/3/16 23:37,0,201315,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
R_9oxSarAAOVQX6zr,Default Response Set,Anonymous,,,24.101.135.112,0,5/3/16 23:44,5/3/16 23:45,0,201322,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
R_dbDA72fbu2V5oZD,Default Response Set,Anonymous,,,71.85.198.174,0,5/3/16 23:41,5/3/16 23:46,0,201319,,,1,,,,,1,,,,,,6,1,1,1,1,1,5,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
R_9FAMJbG2Bfmd7sV,Default Response Set,Anonymous,,,12.4.114.6,0,5/3/16 23:52,5/3/16 23:52,0,201333,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
R_egqCmNrch3S1icd,Default Response Set,Anonymous,,,98.18.45.18,0,5/4/16 0:14,5/4/16 0:16,0,201349,2,,1,,,,,,,,,,1,7,4,4,4,4,4,5,5,4,4,9,,,,,,,,,,,,,,,,,,,,4,1,1,1,3,5,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
R_4GvfvSSf56NABc9,Default Response Set,Anonymous,,,172.56.17.106,0,5/10/16 17:55,5/11/16 0:19,1,205930,2,,1,,,,,,,,1,,,4,1,1,1,1,2,5,5,5,3,9,,1,7,3,1,7,1,1,1,6,7,1,6,1,7,7,7,7,1,1,7,7,7,7,1,5,7,1,6,7,7,7,2,7,7,1,6,5,2,1,1,,4,,,,7,1,,,,,,,,,,,,3,2,3,1,1,3,2,3,1,5,,,,,,,1,1,1,1,1,1,2,3,3,3,2,5,12,2,,2,1,,,,,,,33.62750244,-117.8733978,-1
R_7NHinJ5jvE64I5f,Default Response Set,Anonymous,,,172.56.13.143,0,5/4/16 0:23,5/4/16 0:23,0,201351,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
R_d6F6dSZFQI7teE5,Default Response Set,Anonymous,,,98.196.0.107,0,5/4/16 0:52,5/4/16 0:52,0,201364,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
R_4TKjrYitmiANAuF,Default Response Set,Anonymous,,,97.84.166.226,0,5/4/16 1:01,5/4/16 1:12,0,201371,2,,1,,,,,,,,,,1,7,2,1,2,1,3,5,5,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
R_3x6WvvkxIuasUkZ,Default Response Set,Anonymous,,,73.80.93.3,0,5/4/16 1:29,5/4/16 1:30,0,201382,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
R_0ktTFvJVqxmcjKB,Default Response Set,Anonymous,,,99.136.80.31,0,5/4/16 1:58,5/4/16 2:01,0,201395,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
R_9WVkrnqxAcZwgyF,Default Response Set,Anonymous,,,98.239.108.56,0,5/4/16 3:27,5/4/16 3:27,0,201414,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
R_9N4ZzQVumJAzA7H,Default Response Set,Anonymous,,,107.12.231.135,0,5/4/16 3:53,5/4/16 3:53,0,201418,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
R_3xhjoLKQnjxGFrD,Default Response Set,Anonymous,,,173.44.2.83,0,5/3/16 15:15,5/4/16 4:18,0,200776,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
R_1Ms9JQxTPOJ2KsR,Default Response Set,Anonymous,,,47.17.66.24,0,5/4/16 7:30,5/4/16 7:30,0,201459,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
R_3WPj92tUOegwKgt,Default Response Set,Anonymous,,,108.83.150.78,0,5/4/16 8:28,5/4/16 8:28,0,201488,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
R_23vSAFtfztCUeJn,Default Response Set,Anonymous,,,97.43.130.232,0,5/4/16 8:43,5/4/16 9:23,0,201499,2,,1,,,,,,,,,,1,4,2,2,2,2,3,5,5,5,3,9,,,,,,,,,,,,,,4,4,4,4,4,4,4,7,4,4,7,4,3,2,2,5,4,2,4,2,4,4,4,4,4,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
R_8w4OxNLFXnNKFbD,Default Response Set,Anonymous,,,108.67.128.225,0,5/4/16 9:30,5/4/16 9:30,0,201533,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
R_2abVO8hsI30F5gF,Default Response Set,Anonymous,,,69.195.45.110,0,5/4/16 9:35,5/4/16 9:35,0,201537,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
R_bKoktga9qpQbgTr,Default Response Set,Anonymous,,,24.47.67.167,0,5/4/16 10:00,5/4/16 10:00,0,201558,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
R_55S1FVNDISRdfLL,Default Response Set,Anonymous,,,50.118.145.105,0,5/4/16 10:07,5/4/16 10:09,0,201564,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
R_egq55mQhryX5Stf,Default Response Set,Anonymous,,,24.125.46.74,0,5/4/16 10:12,5/4/16 10:13,0,201567,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
R_6EiCBOq3OeKyAbH,Default Response Set,Anonymous,,,208.54.90.185,0,5/4/16 10:08,5/4/16 10:35,0,201565,2,,1,,,,,,,1,,,,4,1,1,1,1,1,5,5,5,1,9,,6,6,1,1,7,1,1,1,7,7,1,7,1,7,7,7,7,5,1,6,6,7,5,1,4,7,1,1,7,7,1,2,7,7,2,2,2,6,3,1,,1,,,,,,5,1,,,,,,,,,,1,1,1,1,1,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
R_01BZA8PB6jSqDjf,Default Response Set,Anonymous,,,98.7.87.178,0,5/4/16 10:50,5/4/16 10:51,0,201595,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
R_5bBscvz7CtAGJil,Default Response Set,Anonymous,,,50.118.145.213,0,5/4/16 11:14,5/4/16 11:15,0,201617,2,,1,,,,,,,,,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
R_3UbrPHlujPc2ngF,Default Response Set,Anonymous,,,50.80.183.225,0,5/4/16 11:29,5/4/16 11:29,0,201628,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
R_cZyaEKLMKaKVqbb,Default Response Set,Anonymous,,,67.233.94.70,0,5/4/16 11:50,5/4/16 11:50,0,201642,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
R_a32fbnwFZlkPPEN,Default Response Set,Anonymous,,,141.248.2.159,0,5/4/16 11:52,5/4/16 12:14,0,201644,2,,1,,,,,,,,,,1,4,4,4,5,2,4,5,5,5,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
R_cvV5MvO3hS6ihTf,Default Response Set,Anonymous,,,184.94.132.235,0,5/4/16 13:01,5/4/16 13:01,0,201683,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
R_aVjnL5tamqqu2TH,Default Response Set,Anonymous,,,75.117.251.27,0,5/4/16 12:33,5/4/16 13:20,0,201668,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
R_6YAuFAi6FQDUxet,Default Response Set,Anonymous,,,104.186.73.142,0,5/4/16 14:57,5/4/16 14:57,0,201697,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
R_81bjvjfmTrK2Crz,Default Response Set,Anonymous,,,174.56.120.72,0,5/4/16 15:22,5/4/16 15:26,0,201706,2,,1,,,,,,,,,,,8,1,1,2,2,3,5,5,5,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,7,7,1,4,7,4,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
R_cu2qzg4W2NPNe97,Default Response Set,Anonymous,,,108.234.233.204,0,5/4/16 15:48,5/4/16 15:48,0,201720,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
R_6GpqMbWd3m3RyIZ,Default Response Set,Anonymous,,,162.213.125.4,0,5/4/16 16:04,5/4/16 16:13,0,201732,2,,1,,,,,,,,,,1,5,1,1,2,1,2,5,5,5,2,9,,,,,,,,6,5,5,5,7,4,5,6,6,5,4,5,4,5,5,6,5,,6,6,5,5,6,5,6,6,,,,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
R_7ZC5VgeBRfTQk61,Default Response Set,Anonymous,,,70.215.66.29,0,5/4/16 16:21,5/4/16 16:33,0,201736,2,,1,,,,,,,,,,1,4,3,1,2,2,4,5,5,5,3,9,,3,4,3,3,6,4,2,3,5,5,5,3,3,7,7,7,7,5,4,6,5,3,6,2,3,5,4,7,6,3,4,2,5,6,5,5,6,5,6,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
R_b8SssUSyBolBP9j,Default Response Set,Anonymous,,,70.215.66.29,0,5/4/16 16:33,5/4/16 16:33,0,201736,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
R_cAZRuMM9gEWKjXL,Default Response Set,Anonymous,,,199.66.65.6,0,5/4/16 16:46,5/4/16 16:46,0,201750,2,,1,,,1,,,,,1,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
R_b3K7uxwrZj6iwbr,Default Response Set,Anonymous,,,142.197.75.13,0,5/4/16 17:20,5/4/16 17:20,0,201767,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
R_1MwyPSYBhxbDepn,Default Response Set,Anonymous,,,70.198.136.180,0,5/4/16 17:30,5/4/16 17:31,0,201769,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
R_1IhYOMMSxcTJ6eN,Default Response Set,Anonymous,,,172.251.178.139,0,5/4/16 17:43,5/4/16 17:44,0,201776,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
R_8GQmwDHNEu2AAxD,Default Response Set,Anonymous,,,71.85.188.121,0,5/4/16 17:50,5/4/16 17:57,0,201779,2,,1,,,,,,,,,,1,6,3,2,2,3,2,5,5,5,3,9,,4,5,5,4,5,4,3,4,5,4,4,3,4,4,4,4,4,5,4,5,4,4,5,4,5,5,4,5,5,1,5,2,5,4,5,2,5,6,4,1,,1,,,,,,,,,,,,,,,4,1,,,3,,,2,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
R_ePsSOdfo2Hw9Ujz,Default Response Set,Anonymous,,,70.194.161.139,0,5/4/16 18:58,5/4/16 19:04,0,201809,,,1,,,,,,,,,,1,3,2,1,1,3,2,5,5,5,3,9,,5,5,5,4,6,4,1,3,3,7,5,7,2,6,7,6,7,4,3,6,6,5,4,2,4,7,5,5,7,3,6,2,3,5,5,3,5,6,3,1,,2,,,,,,,,2,2,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
R_bwQqShEYL8HrOW9,Default Response Set,Anonymous,,,70.194.161.139,0,5/4/16 19:04,5/4/16 19:04,0,201809,2,,1,,,,,,,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
R_1YOQy5cTRGziVPn,Default Response Set,Anonymous,,,24.186.57.62,0,5/4/16 19:57,5/4/16 19:57,0,201826,2,,1,,,,,,,,1,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
R_dgVDcQ0HiZXUMi9,Default Response Set,Anonymous,,,108.5.226.52,0,5/4/16 21:06,5/4/16 21:09,0,201849,2,,1,,1,,,,,,,,,7,1,1,1,1,1,5,5,5,3,9,,,,,,,,4,4,4,4,4,5,4,4,4,4,6,5,,,,,,,,,,,,,,,4,5,4,4,5,5,5,1,,5,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
R_0j5hZWszUd5hRB3,Default Response Set,Anonymous,,,216.4.56.142,0,5/4/16 21:09,5/4/16 21:36,0,201851,,,1,,,,,,,,,,1,7,2,1,1,2,3,5,5,5,3,9,,6,5,3,3,7,3,3,2,5,5,2,5,,,,,,,3,7,6,6,6,3,5,6,3,3,7,4,3,2,6,5,1,3,5,5,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
R_5B91N4u2rmUCIPr,Default Response Set,Anonymous,,,107.161.23.4,0,5/4/16 22:27,5/4/16 22:27,0,201890,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
R_bNJqIM0JycfyvaJ,Default Response Set,Anonymous,,,216.161.90.251,0,5/4/16 21:51,5/4/16 22:27,0,201869,2,,1,,,,,,,,,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
R_e2jdAM1zhm9A8ol,Default Response Set,Anonymous,,,96.2.85.176,0,5/4/16 22:58,5/4/16 23:02,0,201900,2,,1,,,,,,,,,,1,9,3,1,2,1,2,5,5,5,3,9,,4,7,5,3,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
R_8e8Oic3n76868v3,Default Response Set,Anonymous,,,73.20.43.187,0,5/4/16 22:53,5/4/16 23:07,0,201898,2,,1,,,,,,,1,,,,5,1,1,1,2,3,5,5,5,1,9,,5,5,4,2,2,3,3,3,5,4,4,2,3,5,4,4,6,4,3,4,4,5,3,3,4,6,3,3,6,3,5,2,5,5,3,4,4,5,3,1,,4,,,,,,,,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
R_1Im7OQA52TS7Vdz,Default Response Set,Anonymous,,,50.165.251.52,0,5/4/16 23:26,5/4/16 23:26,0,201907,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
R_9pOAMFcvqCuVv6J,Default Response Set,Anonymous,,,24.183.237.245,0,5/5/16 0:42,5/5/16 0:45,0,201926,2,,1,,,,,,,,1,,,4,3,1,1,3,3,5,5,5,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,6,4,2,6,4,4,5,4,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
R_2mZIauPuhYDU5F3,Default Response Set,Anonymous,,,108.241.72.127,0,5/5/16 1:46,5/5/16 2:00,0,201934,2,,1,,,,1,,,,,,,7,1,1,2,2,2,5,5,5,5,9,,2,1,3,4,6,5,3,6,2,5,1,4,2,3,6,4,5,1,3,5,7,4,2,1,6,6,5,3,2,7,1,4,,,,,,,,3,,5,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
