V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,gid,Q1.1,Q1.2,Q2.1,Q2.2_1,Q2.2_2,Q2.2_3,Q2.2_4,Q2.2_5,Q2.2_6,Q2.2_7,Q2.2_8,Q2.2_9,Q2.2_10,Q2.3,Q2.4_orange,Q2.4_banana,Q2.4_strawberry,Q2.4_apples,Q2.4_blueberries,Q2.4_feijoas,Q2.4_rambutan,Q2.4_loquat,Q2.4_peaches,Q2.5,Q2.5_TEXT,NES_11,NES_5,NES_14,CD_4R,CON_3,NES_10,CD_7R,CD_12R,NES_1,CD_5,NES_8,CON_2,CD_1R,CD_11,CD_9,CD_3,NES_7,TECH_2,CD_13R,CON_5,NES_13,NES_3,CON_1,CD_2R,TECH_5(N),CD_8,NES_12,NES_6,CD_6,CON_4,CD_10,Q3.5_Validation,NES_15,NES_9,NES_2,TECH_3(N),NES_4,TECH_1,TECH_4,Q3.7,Q3.7_TEXT,Q3.8,Q3.8_TEXT,Q4.1,Q4.2,Q5.1,Q5.2,Q6.1,Q6.2,Q7.1_iron,Q7.1_vitC,Q7.1_potassium,Q7.1_calcium,Q7.1_vitD,Q7.2,Q7.3,Q8.1,Q8.2,Q9.1,Q9.2,Q9.3,Q9.4,Q9.5,Q9.6,Q9.7,Q9.8,Q9.9,Q10.1,Q9.2_1,Q9.2_2,Q9.2_3,Q9.2_4,Q9.2_5,Q9.2_6,Q10.3_1,Q10.3_2,Q10.3_3,Q10.3_4,Q10.3_5,Q10.3_6,Q11.1,Q11.2,Q11.3,Q11.4,Q11.5,Q11.6,Q11.7,Q11.8,Q11.8_TEXT,Q11.9,Q11.10_1,Q11.10_2,Q11.10_3,Q11.10_4,Q11.10_5,Q11.10_6,Q11.10_6_TEXT,LocationLatitude,LocationLongitude,LocationAccuracy,RID
R_1Od5Vc8k2skj9f7,Default Response Set,Anonymous,,,172.249.33.130,0,5/9/2016 0:10,5/9/2016 0:23,1,204234,2,,1,,,,,,,,,,1,4,2,1,2,1,4,5,5,5,4,9,,5,7,4,2,6,1,2,3,6,6,1,7,3,6,5,6,7,3,1,7,5,6,4,2,4,6,1,6,6,5,7,2,7,7,1,2,3,4,3,2,,1,,6,1,,,,,,,,,,,,,,2,3,2,3,1,2,3,1,1,1,7,7,7,7,6,7,4,4,4,4,3,4,2,2,4,5,1,5,15,2,,1,1,,,1,,,,34.12229919,-117.7142944,-1,
R_bgByShLjDytF7QV,Default Response Set,Anonymous,,,76.111.47.233,0,5/8/2016 20:57,5/9/2016 1:33,1,204066,2,,1,,,,,,,,,,1,4,2,1,1,2,3,5,3,5,2,9,,6,6,4,2,7,4,1,2,6,7,3,6,2,7,7,7,7,7,1,7,3,4,5,1,1,7,4,3,6,6,7,2,6,7,2,1,2,7,7,1,,5,I hate banks.,3,1,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,3,6,6,4,7,6,3,1,1,1,1,1,1,2,1,2,2,1,11,11,7,"Some college, some tech and a few certificates",2,1,,,1,,,,33.86390686,-84.1242981,-1,
R_b746cXvH7uREnY1,Default Response Set,Anonymous,,,199.189.72.98,0,5/9/2016 3:41,5/9/2016 4:18,1,204343,2,,1,,,,,,,,,,1,4,2,1,1,1,3,5,5,5,3,9,,6,7,7,1,1,1,1,1,3,7,5,1,1,7,7,7,7,7,1,2,2,6,6,1,1,7,1,7,7,1,7,2,7,7,4,2,5,7,7,1,,1,,2,1,,,,,,,,,,,,,,2,1,2,2,1,2,1,1,1,3,4,4,4,4,4,4,2,2,5,3,2,2,2,3,1,1,,44,13,2,,2,1,,,,,,,36.55969238,-87.40969849,-1,
R_5iowpca1lB43h3L,Default Response Set,Anonymous,,,97.95.58.175,0,5/9/2016 5:39,5/9/2016 5:58,1,204381,2,,1,,,,,,,,,,1,5,3,1,1,2,3,5,5,5,3,9,,6,5,4,3,3,1,4,4,2,4,2,2,4,4,5,5,5,5,3,3,5,5,4,4,4,4,3,4,5,3,4,2,5,6,4,2,3,5,4,1,,1,,5,1,,,,,,,,,,,,,,3,2,3,1,1,2,3,3,1,5,,,,,,,3,3,2,3,3,4,2,3,1,2,2,51,21,2,,2,1,,,,,,,43.7559967,-88.36660004,-1,
R_e9BeVb276VCcnC5,Default Response Set,Anonymous,,,68.103.151.230,0,5/9/2016 7:47,5/9/2016 7:55,1,204421,2,,1,,,,,,,,,,1,6,3,1,2,3,3,5,5,5,1,9,,2,4,4,5,6,5,4,4,4,4,4,4,4,5,4,4,7,4,4,6,4,4,5,4,3,5,3,6,4,4,5,2,4,5,4,6,4,6,5,7,military commissary,4,,4,1,,,,,,,,,,,,,,2,1,3,2,1,3,1,1,1,2,3,2,4,3,3,3,3,2,3,2,3,3,2,1,4,2,1,17,39,4,,2,1,,,,,,,37.56289673,-97.22850037,-1,
R_3ZW3dPVtVjjFQKV,Default Response Set,Anonymous,,,68.117.155.125,0,5/9/2016 9:18,5/9/2016 9:24,1,204480,2,,1,,,,,,,,,,1,6,3,3,3,3,3,5,5,5,3,9,,1,2,2,5,2,7,4,4,2,3,5,4,5,3,4,4,4,4,4,3,4,4,4,4,3,3,5,6,4,1,4,2,1,4,4,3,4,4,4,1,,2,,4,1,,,,,,,,,,,,,,2,1,2,2,1,2,1,1,1,4,3,2,3,2,3,4,3,2,3,3,2,3,2,3,6,3,2,1,33,4,,2,1,,,,,,,33.39720154,-86.84079742,-1,
R_6VasVkJYfxpQTt3,Default Response Set,Anonymous,,,108.239.170.118,0,5/9/2016 9:57,5/9/2016 10:03,1,204515,2,,1,,,,,,,,,,1,5,1,1,1,1,1,5,5,5,1,9,,3,3,1,1,6,4,1,1,3,7,4,4,1,6,6,6,4,3,1,6,4,5,4,1,3,7,4,7,7,4,7,2,4,4,4,4,4,4,4,3,,1,,4,1,,,,,,,,,,,,,,2,3,3,2,1,3,3,1,1,3,3,3,3,3,3,3,4,4,4,4,4,4,1,1,2,4,3,36,26,4,,2,1,,,,,,,41.02459717,-80.66970062,-1,
R_bKiZXaq0U23672t,Default Response Set,Anonymous,,,172.56.12.117,0,5/9/2016 8:26,5/9/2016 10:04,1,204446,2,,1,1,,,,,,,,,,5,3,5,2,2,3,5,5,5,1,9,,7,7,1,1,7,1,1,7,7,7,1,1,1,7,7,7,5,4,1,6,7,7,7,1,3,7,3,1,7,1,7,2,7,5,1,3,1,4,4,3,,2,,1,1,,,,,,,,,,,,,,3,3,3,1,3,3,3,3,1,2,7,7,7,7,7,7,4,4,7,6,7,7,1,1,1,4,3,26,24,4,,2,1,,,,,,,41.8500061,-87.65000153,-1,
R_9BTSkIPwpcuHv2R,Default Response Set,Anonymous,,,152.2.112.67,0,5/9/2016 10:27,5/9/2016 10:32,1,204535,2,,1,,1,,,,,,,,,4,4,3,2,2,5,5,5,5,5,9,,5,6,4,3,6,2,2,3,5,6,2,4,3,7,7,7,7,6,3,6,4,5,6,2,3,7,3,4,7,3,7,2,5,6,2,2,5,5,5,1,,1,,2,1,,,,,,,,,,,,,,2,2,2,2,2,2,3,2,1,3,7,6,6,6,7,7,2,2,3,3,2,2,1,1,4,2,1,34,17,4,,2,1,,,,,,,36.05250549,-79.10769653,-1,
R_d5YaGJ59VetsqS9,Default Response Set,Anonymous,,,161.69.22.122,0,5/9/2016 10:46,5/9/2016 11:00,1,204549,2,,1,,,,,,,,,,1,5,1,1,1,2,2,5,5,5,3,9,,6,7,3,4,7,1,2,4,5,5,3,6,4,4,6,6,7,4,3,7,6,6,4,3,6,5,3,4,5,7,5,2,7,6,5,4,6,5,5,3,,1,,6,1,,,,,,,,,,,,,,2,3,3,1,1,3,2,1,1,3,7,7,7,7,7,6,1,1,1,1,3,2,2,1,2,1,,10,26,4,,1,,,,,,1,Latina,37.39610291,-121.9617004,-1,
R_eePhqCwEIExPZxb,Default Response Set,Anonymous,,,50.252.67.233,0,5/9/2016 10:00,5/9/2016 11:20,1,204518,2,,1,,,,,,,,,,1,5,2,1,2,2,3,5,5,5,2,9,,6,7,4,2,5,2,2,4,6,4,2,6,4,5,6,6,7,4,1,6,6,5,2,2,6,6,2,6,6,2,5,2,4,6,2,2,5,5,2,1,,2,,2,1,,,,,,,,,,,,,,2,2,2,2,1,1,1,1,1,5,,,,,,,1,1,2,1,2,2,2,1,4,3,2,44,24,4,,1,1,,,,,,,35.99119568,-86.92279816,-1,
R_3IxpPmHLMB0oY1D,Default Response Set,Anonymous,,,24.29.30.216,0,5/9/2016 11:34,5/9/2016 11:44,1,204579,2,,1,,,,,,,,,,1,6,4,4,2,4,4,5,5,5,4,9,,6,6,5,5,3,2,3,5,6,5,2,1,5,3,3,5,7,5,5,5,6,6,6,6,2,3,3,3,3,1,2,2,7,7,5,2,6,6,6,1,,1,,2,1,,,,,,,,,,,,,,2,1,2,2,1,2,1,1,1,2,5,5,6,4,3,6,2,1,2,1,1,1,1,6,1,1,,36,35,3,,2,1,,,,,,,38.97129822,-83.34600067,-1,
R_bjvLkT4fxglMWsR,Default Response Set,Anonymous,,,134.228.79.249,0,5/8/2016 15:01,5/9/2016 12:00,1,203853,2,,1,,,,,,,,,,1,4,2,1,3,3,3,5,5,5,2,9,,4,5,4,4,7,3,3,4,4,4,4,5,4,5,6,5,5,3,4,5,4,4,5,4,4,4,4,5,4,5,4,2,4,4,5,3,5,5,4,3,,2,,7,1,,,,,,,,,,,,,,3,3,3,1,1,3,2,3,1,5,,,,,,,4,3,3,3,5,4,2,3,3,3,2,36,15,2,,2,1,,,,,,,41.40159607,-82.73100281,-1,
R_4HCA01baa0aPBCB,Default Response Set,Anonymous,,,67.78.232.242,0,5/9/2016 11:46,5/9/2016 12:51,1,204585,2,,1,,1,,,,,,,,,6,3,3,3,3,4,5,5,5,3,9,,5,5,3,3,2,2,3,2,5,4,3,5,5,5,4,5,6,5,2,5,6,5,7,2,4,6,6,6,7,5,6,2,5,5,5,1,3,7,7,1,,2,,5,1,,,,,,,,,,,,,,2,1,2,2,1,2,1,1,1,5,,,,,,,1,1,3,1,2,2,2,1,5,3,1,1,34,2,,2,1,,,,,,,33.46670532,-86.80660248,-1,
R_51rJKZlPle6D09v,Default Response Set,Anonymous,,,69.66.185.228,0,5/9/2016 12:51,5/9/2016 13:04,1,204634,2,,1,,,,,,,1,,,,6,4,1,1,3,3,5,5,5,3,9,,7,5,7,5,7,4,3,3,7,5,3,7,5,5,4,5,7,3,4,7,5,4,7,5,3,6,7,7,5,6,5,2,5,7,5,1,7,7,5,3,,2,,4,1,,,,,,,,,,,,,,2,1,3,2,1,2,1,1,1,3,4,4,5,4,4,4,3,3,3,3,3,3,2,3,5,2,1,16,38,3,,2,1,,,,,,,41.64419556,-92.00810242,-1,
R_6mxRmiLXokW6B5X,Default Response Set,Anonymous,,,107.193.62.67,0,5/9/2016 13:04,5/9/2016 13:17,1,204646,2,,1,,,,,,,,,,1,3,2,1,1,1,1,5,5,5,3,9,,6,6,1,4,7,1,3,4,5,4,1,5,4,6,4,4,7,4,4,7,4,5,7,3,4,4,1,6,5,4,4,2,6,6,3,4,3,4,4,2,,1,,5,1,,,,,,,,,,,,,,2,3,2,1,1,1,2,3,3,4,7,7,7,7,7,7,4,4,4,4,4,4,2,2,1,3,1,5,8,2,,2,1,,,,,,,34.17489624,-118.6152039,-1,
R_3sjUhAVPWMws2ON,Default Response Set,Anonymous,,,68.54.222.253,0,5/9/2016 13:20,5/9/2016 13:27,1,204661,2,,1,,,,,,,,,,1,6,4,1,3,2,4,5,5,5,4,9,,5,5,3,3,4,3,3,3,5,5,4,3,3,5,5,5,6,4,2,6,5,5,6,2,4,6,4,5,5,3,5,2,5,5,4,3,4,5,5,1,,1,,4,1,,,,,,,,,,,,,,2,2,2,2,1,2,1,1,1,5,,,,,,,3,3,4,3,3,4,2,3,3,2,1,15,40,2,,2,1,,,,,,,39.85119629,-86.26509857,-1,
R_511r7T68EuKqtE1,Default Response Set,Anonymous,,,69.250.159.109,0,5/9/2016 13:42,5/9/2016 13:48,1,204691,2,,1,,,,,,,,,,1,2,1,1,2,1,2,5,5,5,2,9,,5,5,4,2,4,3,1,2,6,7,2,3,2,5,6,5,6,4,2,2,6,5,3,2,3,6,3,3,2,2,6,2,5,5,3,3,3,4,4,1,,4,,5,1,,,,,,,,,,,,,,3,3,3,3,1,3,2,3,1,1,7,7,7,7,7,7,4,4,4,4,4,4,2,1,6,4,1,21,3,3,,2,1,,1,1,,,,39.53819275,-76.35189819,-1,
R_d422NSMNdLZMowB,Default Response Set,Anonymous,,,107.168.21.87,0,5/9/2016 13:30,5/9/2016 14:06,1,204674,2,,1,,1,,,,,,,,,5,1,1,1,1,2,5,5,5,1,9,,5,6,6,4,7,4,6,4,5,6,5,3,3,5,5,6,7,5,5,7,5,6,6,3,4,6,2,7,7,7,5,2,6,6,6,1,5,7,5,1,,1,,2,1,,,,,,,,,,,,,,2,1,1,1,1,2,2,1,2,3,3,3,3,3,4,5,2,2,2,4,3,4,1,2,7,5,4,10,21,5,,1,,,,,,1,,25.78059387,-80.18260193,-1,
R_aXzvMVlOba7UrfT,Default Response Set,Anonymous,,,63.139.29.115,0,5/9/2016 12:54,5/9/2016 14:09,1,204636,2,,1,,,,,,,,,,1,4,1,1,3,1,1,5,5,5,3,9,,5,6,5,5,4,5,6,5,6,5,6,6,5,5,5,4,5,5,1,7,4,4,4,5,5,6,5,6,5,5,5,2,6,6,6,5,6,5,5,2,,4,,3,1,,,,,,,,,,,,,,1,1,1,1,1,2,1,2,1,5,,,,,,,2,4,4,3,3,3,2,1,4,2,1,5,15,4,,2,,1,,,,,,34.05439758,-118.2440033,-1,
R_exteMxWxgKyWp01,Default Response Set,Anonymous,,,97.83.91.221,0,5/9/2016 14:01,5/9/2016 14:09,1,204712,2,,1,,,,,,,1,,,,6,1,2,1,1,2,5,5,5,3,9,,5,6,1,2,7,4,1,2,6,5,2,7,3,6,7,7,4,3,1,7,4,5,7,1,4,7,5,1,7,2,7,2,6,7,1,5,4,4,3,3,,4,,4,1,,,,,,,,,,,,,,2,3,2,1,3,1,2,1,1,4,7,7,7,7,7,5,6,6,6,6,6,6,2,3,4,4,3,23,35,2,,2,1,,,,,,,45.54519653,-84.35500336,-1,
R_bOQ8lghm2IEs0At,Default Response Set,Anonymous,,,104.218.153.180,0,5/9/2016 14:18,5/9/2016 14:27,1,204718,2,,1,,,,,,,,,,1,6,3,3,4,4,3,5,5,5,5,9,,6,6,5,4,5,5,4,4,6,5,4,4,3,4,5,6,7,6,3,3,4,6,5,4,5,5,3,4,4,4,5,2,6,4,4,2,4,4,5,1,,4,,4,1,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,5,,,,,,,4,4,4,4,4,4,2,6,1,2,1,14,34,2,,2,1,,,,,,,26.88980103,-82.20829773,-1,
R_4Paqp6DjKzQCa2x,Default Response Set,Anonymous,,,96.245.188.136,0,5/9/2016 14:26,5/9/2016 14:50,1,204723,2,,1,,1,,,,,,,,,4,3,2,1,1,1,5,5,5,3,9,,6,6,3,2,7,1,1,3,4,5,3,7,3,6,6,5,7,6,3,7,5,4,4,3,2,6,2,2,6,7,6,2,5,6,3,1,4,7,6,1,,1,,4,1,,,,,,,,,,,,,,3,3,3,1,1,3,3,3,1,4,4,4,5,4,4,4,2,2,3,3,3,3,2,2,4,3,1,39,18,5,,2,1,,,,,,,40.15840149,-74.97319794,-1,
R_4N1wr6M0Qej1QtT,Default Response Set,Anonymous,,,68.201.43.1,0,5/9/2016 14:46,5/9/2016 15:08,1,204739,2,,1,,,,,,,,,,1,4,3,1,1,3,5,5,5,5,5,9,,2,6,4,3,6,5,3,4,2,4,5,5,3,4,6,6,2,5,4,5,4,5,3,4,2,5,6,5,4,2,4,2,6,5,6,2,5,6,6,2,,4,,7,1,,,,,,,,,,,,,,3,3,3,1,1,3,2,3,1,5,,,,,,,1,1,4,2,3,4,2,3,4,3,2,45,17,2,,2,1,,,,,,,29.94459534,-93.91750336,-1,
R_808FRlLTfXnMIAZ,Default Response Set,Anonymous,,,50.77.164.9,0,5/9/2016 15:07,5/9/2016 15:14,1,204769,2,,1,,,,,,,,,,1,4,2,1,1,1,1,5,5,5,2,9,,6,6,6,6,5,3,3,6,3,5,,3,5,3,3,3,5,5,5,5,5,3,5,5,3,3,3,5,5,3,3,2,3,5,5,3,5,5,5,1,,3,,3,1,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,1,5,,,,,,,1,1,3,1,1,3,2,1,3,1,,14,13,6,,2,1,,,,,,,41.94740295,-87.7036972,-1,
R_cI12DmlWkhCaFRb,Default Response Set,Anonymous,,,71.62.3.214,0,5/9/2016 15:10,5/9/2016 15:18,1,204774,2,,1,,,,,,,,,,1,5,4,1,1,3,2,5,5,5,1,9,,6,6,4,5,5,2,3,4,4,5,3,2,5,3,4,5,6,4,5,3,5,5,6,5,3,5,4,5,5,2,5,2,6,6,4,2,4,6,3,1,,4,,6,1,,,,,,,,,,,,,,2,3,2,1,1,1,2,1,1,4,5,5,5,5,5,5,4,3,3,3,3,4,2,3,4,3,2,48,27,5,,2,1,,,,,,,38.92260742,-78.13369751,-1,
R_a2Uzdg6b3oxSmix,Default Response Set,Anonymous,,,73.83.94.129,0,5/9/2016 15:23,5/9/2016 15:31,1,204792,2,,1,,,,,,,,,,1,4,2,1,3,3,3,5,5,5,3,9,,3,5,2,3,4,6,1,2,5,5,7,1,3,5,5,5,2,5,3,5,5,5,4,3,7,5,6,5,6,2,5,2,2,5,7,1,7,7,5,1,,2,,1,1,,,,,,,,,,,,,,2,1,2,2,1,2,1,1,2,5,,,,,,,3,2,3,2,2,3,1,5,1,1,,49,18,2,,2,1,,,,,,,46.94450378,-123.0493011,-1,
R_6xIwRlqMLw7ehXD,Default Response Set,Anonymous,,,72.84.91.98,0,5/9/2016 15:29,5/9/2016 15:37,1,204798,2,,1,,,,,,,,,,1,4,3,1,1,1,1,5,5,5,5,9,,5,7,4,3,6,4,3,3,2,5,2,4,3,4,5,5,6,4,2,6,6,5,5,3,4,5,3,3,4,2,5,2,5,6,3,3,4,5,4,1,,4,,5,1,,,,,,,,,,,,,,2,1,2,1,1,2,2,1,1,5,,,,,,,4,3,3,3,3,3,2,1,6,2,1,48,11,4,,2,1,,,,,,,37.07359314,-76.49359894,-1,
R_5ullm8BWab405cp,Default Response Set,Anonymous,,,71.196.214.131,0,5/9/2016 15:31,5/9/2016 15:41,1,204804,2,,1,,,,,,,,,,1,4,4,1,2,2,1,5,5,5,2,9,,5,7,3,3,5,2,1,3,5,7,2,4,3,4,5,5,6,4,2,5,6,5,6,3,3,6,2,4,6,5,5,2,6,7,2,3,2,5,4,1,,5,n/a,3,1,,,,,,,,,,,,,,3,1,3,2,1,2,1,1,1,3,4,4,5,4,4,4,3,3,2,3,3,2,2,3,2,3,2,6,10,2,,2,1,,,,,,,40.39959717,-104.8002014,-1,
R_6m0Xw4nHg2NLKRf,Default Response Set,Anonymous,,,70.209.139.220,0,5/9/2016 16:05,5/9/2016 16:13,1,204840,,,1,,,1,,,,,,,,6,2,3,2,1,3,5,5,5,4,9,,3,5,6,3,7,4,2,3,3,6,4,4,5,5,4,6,3,4,2,6,3,3,7,3,4,5,5,5,5,3,5,2,3,6,4,4,5,5,4,3,,4,,6,1,,,,,,,,,,,,,,3,3,3,1,1,3,3,3,1,1,6,6,6,6,4,6,4,4,4,4,4,3,1,1,6,2,1,33,35,4,,2,1,,,,,,,43.05099487,-76.17690277,-1,
R_393Y3ho74SXgp0x,Default Response Set,Anonymous,,,74.3.122.226,0,5/9/2016 16:03,5/9/2016 16:14,1,204836,2,,1,,,,,,,,,,1,4,2,1,2,2,2,5,5,5,3,9,,5,6,2,4,7,2,3,5,2,4,5,7,4,2,4,4,7,5,4,7,5,5,6,3,2,6,2,4,6,5,4,2,3,7,2,1,5,6,6,2,,1,,6,1,,,,,,,,,,,,,,2,1,3,2,1,2,1,1,1,5,,,,,,,2,3,2,2,1,4,2,1,5,3,2,5,13,2,,2,1,,,,,,,34.06219482,-118.2756042,-1,
R_bvaEYSrK5CgTzlb,Default Response Set,Anonymous,,,75.118.122.12,0,5/9/2016 16:12,5/9/2016 16:25,1,204860,2,,1,,,,,,,,,,1,5,1,1,3,1,3,5,5,5,3,9,,7,7,2,3,6,1,1,2,6,5,1,4,5,5,4,6,7,4,2,6,6,6,5,1,2,6,3,6,6,1,7,2,7,7,2,3,3,5,3,3,,2,,6,1,,,,,,,,,,,,,,3,2,3,2,1,2,2,3,1,3,7,7,7,7,7,7,2,1,1,1,1,2,2,1,2,1,,36,23,5,,2,1,,,,,,,41.44459534,-81.92199707,-1,
R_3WAzw4cNG13vR6l,Default Response Set,Anonymous,,,174.23.251.147,0,5/9/2016 16:12,5/9/2016 16:26,1,204858,2,,1,,,,,,,,,,1,4,1,1,1,1,2,5,5,5,3,9,,2,3,6,4,2,3,4,5,2,3,4,3,4,3,3,4,2,5,4,6,3,4,6,4,3,5,6,6,4,5,4,2,3,6,3,2,4,6,4,1,,1,,5,1,,,,,,,,,,,,,,2,1,3,2,1,2,1,1,1,5,,,,,,,2,1,2,2,2,2,2,3,4,6,5,46,20,5,,2,1,,,,,,,40.6499939,-112.0149994,-1,
R_3mAPCg7usUmp7rT,Default Response Set,Anonymous,,,155.247.245.16,0,5/9/2016 16:50,5/9/2016 16:58,1,204899,2,,1,,,,,,,,,,1,5,3,1,3,3,5,5,5,5,4,9,,7,6,3,3,3,1,1,2,5,6,2,2,2,6,7,6,7,3,2,4,6,5,6,1,4,7,1,4,7,2,6,2,6,1,1,3,2,4,3,1,,1,,3,1,,,,,,,,,,,,,,2,3,3,1,1,2,3,3,3,5,,,,,,,2,2,3,2,2,2,2,1,5,3,1,39,29,4,,2,1,,,,,,,39.97740173,-75.14520264,-1,
R_dcmJPQMstZIMPbv,Default Response Set,Anonymous,,,63.131.35.231,0,5/9/2016 16:43,5/9/2016 17:05,1,204888,2,,1,,,,,,,,1,,,4,2,1,1,1,4,5,5,5,1,9,,7,7,1,3,7,1,2,5,7,7,1,5,3,5,7,6,7,5,3,7,7,7,7,3,3,6,1,7,6,1,6,2,7,7,3,2,3,5,5,1,,2,,6,1,,,,,,,,,,,,,,2,1,3,1,1,3,3,1,1,5,,,,,,,3,3,4,3,4,3,2,3,4,4,1,20,13,2,,2,1,,,,,,,44.25190735,-69.18830109,-1,
R_4IsJGvIemBPf8vX,Default Response Set,Anonymous,,,216.162.105.44,0,5/9/2016 17:17,5/9/2016 17:28,1,204922,2,,1,,,,,,,,,,1,8,1,1,2,1,1,5,5,5,3,9,,7,7,1,1,7,1,1,2,7,7,1,4,1,7,7,7,7,4,1,5,6,6,7,1,4,7,1,2,7,2,7,2,7,7,1,7,2,2,2,1,,4,,7,1,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,1,7,7,7,7,7,7,3,4,4,5,6,4,1,5,4,2,1,45,40,5,,2,1,,,,,,,29.64320374,-100.0078964,-1,
R_6S8wQ4qpVSs9YRT,Default Response Set,Anonymous,,,70.170.59.54,0,5/9/2016 17:20,5/9/2016 17:33,1,204928,2,,1,,,,,,,,,,1,4,3,1,1,1,4,5,5,5,1,9,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,7,4,1,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,1,,1,,4,1,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,5,,,,,,,4,4,4,4,4,4,2,7,2,3,2,29,17,2,,2,,1,1,,,,,36.14399719,-115.0323029,-1,
R_b7Ak8Xo0Qn3g6Dr,Default Response Set,Anonymous,,,134.20.11.89,0,5/9/2016 17:45,5/9/2016 18:20,1,204953,2,,1,,,,,,,,,,1,4,1,1,2,2,3,5,5,5,3,9,,5,5,3,2,6,2,3,3,5,3,2,6,5,3,4,4,5,5,3,5,5,5,5,3,3,6,3,5,6,5,4,2,6,5,5,3,4,5,5,1,,1,,3,1,,,,,,,,,,,,,,2,1,2,2,1,2,1,2,1,3,7,6,7,7,7,7,3,2,4,3,3,1,2,1,4,4,3,13,11,4,,1,1,,,,,,,43.32330322,-111.7822037,-1,
R_8D4B6jyQhSspDql,Default Response Set,Anonymous,,,75.136.142.207,0,5/9/2016 18:54,5/9/2016 19:07,1,204995,2,,1,,,,,,,,,,1,6,2,1,1,2,2,5,5,5,2,9,,7,7,3,1,3,1,1,2,5,7,1,5,1,7,7,7,6,3,1,7,7,7,5,1,3,7,4,1,7,6,7,2,7,7,3,2,2,5,5,1,,2,,6,1,,,,,,,,,,,,,,2,2,3,1,1,2,3,3,1,3,7,7,7,7,7,7,2,2,3,4,4,3,2,6,2,4,2,42,36,3,,2,1,,,1,,,,34.46029663,-82.75330353,-1,
R_5tGPowLmuIuHCCx,Default Response Set,Anonymous,,,66.87.100.192,0,5/9/2016 19:00,5/9/2016 19:09,1,205008,,,1,,,,,,,,,,1,5,3,1,1,1,1,5,5,5,3,9,,7,7,7,4,7,5,1,7,7,1,1,1,7,1,1,1,7,7,1,7,7,7,7,7,1,4,7,7,4,7,4,2,7,5,1,5,7,5,5,1,,5,,1,1,,,,,,,,,,,,,,2,2,2,2,2,2,1,1,1,5,,,,,,,4,4,4,4,4,4,2,3,4,4,3,11,21,2,,1,1,,,,,,,33.75160217,-84.39150238,-1,
R_cNEjGpzbWyokMxn,Default Response Set,Anonymous,,,75.76.53.65,0,5/9/2016 19:13,5/9/2016 19:30,1,205018,2,,1,,,,,,,,,,1,8,2,2,2,5,5,5,5,5,5,9,,5,5,4,4,7,4,4,4,4,6,4,1,4,5,6,4,4,4,4,6,4,5,4,1,5,7,1,4,7,1,1,2,5,5,4,4,4,,6,1,,4,,4,1,,,,,,,,,,,,,,2,3,3,3,3,3,3,1,3,5,,,,,,,4,4,4,4,4,4,2,5,1,1,,1,51,2,,2,,1,,,,,,34.69889832,-86.6115036,-1,
R_3OYh2us35vRVyzb,Default Response Set,Anonymous,,,64.121.182.217,0,5/9/2016 19:51,5/9/2016 20:09,1,205057,2,,1,,1,,,,,,,,,6,1,1,1,1,1,5,5,5,2,9,,6,5,5,5,5,3,3,5,5,5,4,5,5,4,4,5,7,5,5,,7,5,6,5,2,4,2,6,4,5,4,2,5,6,3,1,3,7,6,1,,2,,1,1,,,,,,,,,,,,,,2,1,2,2,2,1,1,1,2,3,1,1,1,1,1,1,2,2,2,2,1,1,1,1,6,4,3,39,26,3,,2,1,,,,,,,40.6302948,-75.39409637,-1,
R_d11mSMT1BWXjizr,Default Response Set,Anonymous,,,68.119.117.159,0,5/9/2016 20:05,5/9/2016 20:18,1,205070,2,,1,,1,,,,,,,,,6,3,2,2,2,2,5,5,5,3,9,,2,5,3,1,5,4,2,2,3,7,4,2,3,5,7,6,6,4,1,6,6,5,6,1,5,7,1,6,7,4,6,2,3,5,2,2,3,4,5,1,,4,,5,1,,,,,,,,,,,,,,3,3,3,1,1,3,2,3,1,4,4,5,6,7,7,6,4,5,4,5,6,6,2,2,4,2,1,44,38,7,Beauty school,2,1,,,,,,,35.58470154,-84.43840027,-1,
R_42sKqctib98GZzT,Default Response Set,Anonymous,,,73.43.218.11,0,5/9/2016 20:08,5/9/2016 20:20,1,205071,2,,1,,,,,,,,,,1,5,4,3,3,4,3,5,5,5,4,9,,4,5,5,5,5,4,3,5,4,4,4,5,5,5,4,4,6,5,5,5,5,5,5,5,3,5,5,5,5,5,4,2,4,5,5,3,4,5,6,1,,1,,4,1,,,,,,,,,,,,,,2,3,2,1,1,2,3,1,1,5,,,,,,,2,2,3,3,3,2,2,1,7,2,1,11,30,4,,2,1,,,,,,,33.82739258,-84.32440186,-1,
