V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,gid,Q1.1,Q1.2,Q2.1,Q2.2_1,Q2.2_2,Q2.2_3,Q2.2_4,Q2.2_5,Q2.2_6,Q2.2_7,Q2.2_8,Q2.2_9,Q2.2_10,Q2.3,Q2.4_orange,Q2.4_banana,Q2.4_strawberry,Q2.4_apples,Q2.4_blueberries,Q2.4_feijoas,Q2.4_rambutan,Q2.4_loquat,Q2.4_peaches,Q2.5,Q2.5_TEXT,NES_11,NES_5,NES_14,CD_4R,CON_3,NES_10,CD_7R,CD_12R,NES_1,CD_5,NES_8,CON_2,CD_1R,CD_11,CD_9,CD_3,NES_7,TECH_2,CD_13R,CON_5,NES_13,NES_3,CON_1,CD_2R,TECH_5(N),CD_8,NES_12,NES_6,CD_6,CON_4,CD_10,Q3.5_Validation,NES_15,NES_9,NES_2,TECH_3(N),NES_4,TECH_1,TECH_4,Q3.7,Q3.7_TEXT,Q3.8,Q3.8_TEXT,Q4.1,Q4.2,Q5.1,Q5.2,Q6.1,Q6.2,Q7.1_iron,Q7.1_vitC,Q7.1_potassium,Q7.1_calcium,Q7.1_vitD,Q7.2,Q7.3,Q8.1,Q8.2,Q9.1,Q9.2,Q9.3,Q9.4,Q9.5,Q9.6,Q9.7,Q9.8,Q9.9,Q10.1,Q9.2_1,Q9.2_2,Q9.2_3,Q9.2_4,Q9.2_5,Q9.2_6,Q10.3_1,Q10.3_2,Q10.3_3,Q10.3_4,Q10.3_5,Q10.3_6,Q11.1,Q11.2,Q11.3,Q11.4,Q11.5,Q11.7,Q11.8,Q11.8_TEXT,LocationLatitude,LocationLongitude,LocationAccuracy
R_2gdmZHEIceBnKwB,Default Response Set,Anonymous,,,213.60.229.42,0,5/7/2016 16:29,5/7/2016 16:33,1,602738,2,,1,,,,,,,,,,1,4,1,1,3,2,3,3,5,5,3,5,,5,5,4,3,6,3,3,5,3,5,5,5,3,6,6,6,7,6,3,6,5,5,4,4,2,6,3,6,6,5,5,2,4,4,2,2,4,5,5,1,,1,,,,,,4,1,,,,,,,,,,2,1,2,2,1,2,1,1,1,5,,,,,,,3,3,3,3,4,3,1,1,4,3,1,20,2,,42.43099976,-8.644393921,-1
R_87wMt2aKabpEifr,Default Response Set,Anonymous,,,79.156.188.99,0,5/7/2016 16:26,5/7/2016 16:34,1,602735,2,,1,,,,,,,,,,1,8,1,1,1,1,5,5,5,5,3,5,,5,5,5,5,4,4,3,4,4,4,5,5,4,3,5,4,4,5,4,5,4,5,7,4,3,4,5,5,4,1,4,2,4,5,3,3,5,5,5,1,,1,,,,,,,,3,3,3,3,3,5,1,,,3,3,3,1,1,3,2,3,1,5,,,,,,,1,1,1,1,1,1,2,5,2,1,,53,2,,40.41650391,-3.702606201,-1
R_brrHs2pRve7rlVX,Default Response Set,Anonymous,,,92.59.232.34,0,5/7/2016 16:40,5/7/2016 16:47,1,602744,2,,1,,,,,,,,,,1,3,2,1,1,2,4,5,5,5,1,5,,3,5,5,5,4,4,4,5,3,4,4,5,4,5,5,4,3,5,4,5,5,5,5,4,2,4,2,4,5,4,3,2,5,4,5,5,3,4,5,1,,3,,,,,,,,1,2,2,2,2,3,1,,,3,1,3,1,1,3,2,3,1,5,,,,,,,3,4,4,3,5,4,2,4,1,3,1,11,5,,40.41650391,-3.702606201,-1
R_25FwGdO5EN6jhkN,Default Response Set,Anonymous,,,81.61.233.189,0,5/7/2016 16:40,5/7/2016 16:48,1,602745,2,,1,,1,,,,,,,,,4,2,1,1,1,2,2,5,5,2,5,,3,6,3,3,6,2,6,5,2,5,2,4,3,6,6,6,6,2,2,5,6,5,5,3,4,6,6,5,6,5,6,2,5,5,2,3,2,4,3,1,,1,,,,,,,,,,,,,,,5,1,3,3,3,1,1,3,2,3,1,5,,,,,,,2,3,2,2,3,3,2,2,3,2,1,15,4,,40.42379761,-3.561294556,-1
R_diYM5sjqJnFoXhX,Default Response Set,Anonymous,,,80.30.157.159,0,5/7/2016 16:40,5/7/2016 16:51,1,602746,2,,1,,,,,,,,,,1,4,1,1,2,1,5,5,5,5,3,5,,6,7,2,2,7,2,2,2,5,6,5,4,2,5,6,6,7,5,2,5,5,3,7,2,2,6,1,5,6,6,6,2,5,7,1,2,2,6,5,6,,3,,,,5,1,,,,,,,,,,,,2,3,2,1,1,1,2,1,1,4,4,4,5,5,3,3,2,3,2,2,3,3,1,1,4,3,2,20,2,,41.38879395,2.158996582,-1
R_6VTlfNzzjqEZB9r,Default Response Set,Anonymous,,,188.78.32.195,0,5/7/2016 16:42,5/7/2016 16:52,1,602748,2,,1,,,,,,,,,,1,4,1,1,1,1,3,5,5,5,3,5,,5,5,3,4,6,4,1,3,2,6,1,4,2,5,6,6,6,5,3,7,7,6,7,3,4,6,3,6,6,4,6,2,5,4,5,3,5,6,5,1,,1,,,,,,2,1,,,,,,,,,,3,3,3,1,3,3,2,3,1,5,,,,,,,1,2,2,2,3,2,2,6,3,3,2,18,2,,36.81410217,-2.572296143,-1
R_5cFiRMLCefcSnGZ,Default Response Set,Anonymous,,,83.63.184.190,0,5/7/2016 16:51,5/7/2016 16:58,1,602752,2,,1,1,,,,,,,,,,4,2,3,2,1,2,5,5,5,1,5,,6,3,6,2,5,5,6,6,3,5,3,4,4,3,5,2,3,3,5,4,5,3,5,5,4,4,3,5,3,6,4,2,4,5,5,,6,3,3,1,,1,,2,1,,,,,,,,,,,,,,2,1,2,2,1,2,1,1,1,4,6,4,6,4,6,3,3,6,3,5,3,6,1,1,6,2,1,31,4,,28.46020508,-16.28059387,-1
R_3Dwf0UaMwMPs805,Default Response Set,Anonymous,,,90.163.21.224,0,5/7/2016 16:58,5/7/2016 17:03,1,602757,2,,1,,1,,,,,,,,,4,2,3,1,1,3,5,5,5,3,5,,7,7,7,1,4,1,1,1,7,7,1,6,2,7,7,7,7,5,1,5,7,7,6,1,3,7,2,5,7,6,7,2,7,7,1,4,1,5,1,1,,2,,,,,,4,1,,,,,,,,,,3,3,3,3,3,3,2,3,1,5,,,,,,,4,4,4,4,6,6,2,1,4,1,,19,4,,39.88330078,4.25,-1
R_1AnTYluZisZgzJP,Default Response Set,Anonymous,,,84.122.123.86,0,5/7/2016 16:57,5/7/2016 17:04,1,602756,2,,1,,,,,,,,,,1,4,1,1,3,1,3,4,5,5,1,5,,7,7,5,1,6,1,1,1,4,7,2,6,3,7,7,7,7,6,1,7,7,7,5,1,1,6,1,7,7,4,7,2,7,7,1,1,6,7,7,1,,1,,,,,,,,,,,,,,,5,1,3,3,3,1,1,3,2,1,1,5,,,,,,,1,1,1,1,1,1,1,1,6,4,3,15,4,,36.68649292,-6.13609314,-1
R_8wdue96akxon8zP,Default Response Set,Anonymous,,,194.220.162.67,0,5/7/2016 17:01,5/7/2016 17:06,1,602759,2,,1,,,,,,,,,,1,3,1,1,1,1,3,5,5,5,2,5,,5,5,5,6,6,5,2,1,7,7,1,6,5,5,7,6,4,5,3,7,7,7,5,3,4,6,7,5,6,4,7,2,7,5,6,2,7,6,6,1,,3,,,,3,1,,,,,,,,,,,,2,2,2,2,1,2,2,1,1,5,,,,,,,2,1,2,2,4,3,1,2,8,4,1,7,2,,37.38240051,-5.976104736,-1
R_afPmaFurZeVGZGl,Default Response Set,Anonymous,,,62.82.7.146,0,5/7/2016 17:00,5/7/2016 17:15,1,602758,2,,1,1,,,,,,,,,,3,1,1,1,1,2,5,5,5,3,5,,7,2,7,2,2,3,2,5,4,7,2,2,1,7,6,7,7,6,2,2,5,6,4,2,3,7,7,7,7,2,6,2,6,7,5,2,5,7,6,1,,1,,5,1,,,,,,,,,,,,,,2,3,3,1,2,1,3,2,1,5,,,,,,,1,3,2,1,3,2,1,1,1,4,2,6,2,,36.82539368,-2.85369873,-1
R_0SzwepUcQ2VaS6F,Default Response Set,Anonymous,,,79.145.47.163,0,5/7/2016 17:12,5/7/2016 17:18,1,602766,2,,1,,,,,,,,,,1,4,2,1,2,1,5,5,5,5,3,5,,5,6,5,2,4,3,2,4,5,6,5,2,2,5,5,6,7,6,3,2,5,5,,3,2,6,3,6,6,2,6,2,5,7,3,4,3,6,6,1,,1,,4,1,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,3,3,3,3,3,3,1,1,6,3,2,17,5,,40.41650391,-3.702606201,-1
R_a02AsJuUXIJR4RD,Default Response Set,Anonymous,,,83.38.144.234,0,5/7/2016 16:52,5/7/2016 17:19,1,602753,2,,1,,,,,,,,,,1,4,1,1,1,1,4,5,5,5,3,5,,5,6,4,2,3,4,3,4,5,5,2,2,2,4,5,5,7,4,3,5,5,5,6,3,2,5,4,5,5,4,6,2,6,5,2,4,3,5,5,1,,2,,,,,,,,2,2,3,3,2,2,1,,,3,3,3,1,1,3,3,3,1,5,,,,,,,2,3,3,5,2,2,2,1,3,3,2,13,3,,38.72529602,-6.539001465,-1
R_3TUMV00vCGsj3Hn,Default Response Set,Anonymous,,,83.61.244.124,0,5/7/2016 17:12,5/7/2016 17:22,1,602765,2,,1,,1,,,,,,,,,4,1,1,1,1,4,5,5,5,3,5,,5,5,4,4,7,4,4,4,4,4,4,4,4,4,4,4,7,6,3,7,5,5,7,5,2,4,4,7,5,7,5,2,4,5,4,2,4,6,5,1,,1,,,,,,4,1,,,,,,,,,,3,3,3,1,3,3,2,3,3,5,,,,,,,1,1,1,1,1,1,2,4,2,4,2,6,2,,28.09970093,-15.41340637,-1
R_d5Mt17QoJnHryYJ,Default Response Set,Anonymous,,,83.46.55.21,0,5/7/2016 17:09,5/7/2016 17:22,1,602763,1,1,1,,,,,,,,,,1,4,2,4,2,2,4,5,5,5,4,5,,7,7,1,1,7,7,1,1,7,7,1,4,1,7,7,1,7,4,1,4,7,1,7,1,4,7,1,1,7,6,7,2,7,7,1,7,6,6,6,6,,1,,,,,,,,,,,,,,,7,1,3,3,3,3,1,3,3,3,1,5,,,,,,,3,3,3,3,4,5,1,1,,5,1,17,2,,40.41650391,-3.702606201,-1
R_eWZZfRbLcbHLWG9,Default Response Set,Anonymous,,,62.83.81.147,0,5/7/2016 17:17,5/7/2016 17:31,1,602771,2,,1,,,,,,,,,,1,4,1,1,2,1,3,5,5,5,2,5,,6,6,4,4,5,3,3,4,6,4,2,4,4,4,5,4,7,4,4,7,7,6,7,3,4,6,2,7,6,6,6,2,6,5,2,4,4,4,4,1,,1,,,,,,,,3,3,3,3,3,5,1,,,3,3,3,1,3,3,2,3,3,5,,,,,,,4,4,4,4,4,4,2,1,2,4,1,17,2,,40.42379761,-3.561294556,-1
R_1HVUPWKlgV7Eejj,Default Response Set,Anonymous,,,92.177.238.161,0,5/7/2016 17:38,5/7/2016 17:46,1,602775,2,,1,,,,,,,,,,1,3,2,1,1,1,2,5,5,5,3,5,,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,7,4,7,7,7,7,2,7,7,7,7,4,7,7,1,,1,,4,1,,,,,,,,,,,,,,3,1,3,3,3,3,3,3,3,4,3,4,3,3,3,3,2,2,2,2,2,2,1,1,4,3,2,8,2,,36.68649292,-6.13609314,-1
R_0B7bK9uHVXmeXxX,Default Response Set,Anonymous,,,81.203.130.125,0,5/7/2016 17:39,5/7/2016 17:57,1,602776,2,,1,,,,,,,,,,1,3,3,2,2,2,2,5,5,5,4,5,,6,6,5,6,6,4,4,4,4,5,3,4,4,4,5,6,6,4,4,6,5,4,7,5,4,5,4,5,5,4,5,2,5,4,3,4,4,4,3,1,,2,,,,,,2,1,,,,,,,,,,2,1,2,1,1,2,2,1,1,5,,,,,,,3,3,3,3,3,3,2,4,1,5,2,8,2,,39.5,-0.433303833,-1
R_1YNeW3GIV4wbMKF,Default Response Set,Anonymous,,,2.137.141.198,0,5/7/2016 17:55,5/7/2016 18:01,1,602782,2,,1,,,,,,,,,,1,4,2,1,1,1,1,5,5,5,3,5,,4,5,3,3,4,3,2,2,2,5,3,4,4,4,5,5,7,5,3,4,5,5,4,4,3,5,3,5,5,5,5,2,4,5,2,3,2,5,4,1,,3,,,,,,,,2,2,2,2,2,3,1,,,2,1,2,2,2,2,1,1,1,4,4,4,4,3,4,4,3,4,4,3,3,3,2,2,4,3,2,14,4,,40.41650391,-3.702606201,-1
R_6Kx5Ux9ZuNbmVI9,Default Response Set,Anonymous,,,79.144.88.8,0,5/7/2016 17:16,5/7/2016 18:03,1,602770,2,,1,,,,,,,,,,1,4,1,1,2,1,4,5,5,5,3,5,,4,5,4,3,5,3,1,1,4,7,4,3,4,6,7,7,7,4,2,5,4,4,7,4,4,7,4,5,7,3,7,2,6,5,3,3,4,4,4,1,,3,,,,7,1,,,,,,,,,,,,3,3,3,1,1,3,2,3,1,5,,,,,,,3,4,4,4,4,3,2,1,2,3,1,19,2,,41.65609741,-0.877304077,-1
R_e3870q8JSbTpi3H,Default Response Set,Anonymous,,,217.216.47.61,0,5/7/2016 18:03,5/7/2016 18:10,1,602784,1,1,1,,,,,,,,,,1,4,1,1,2,2,5,5,5,5,3,5,,6,4,4,4,3,4,,4,4,4,4,2,4,4,4,5,4,4,4,4,4,4,4,4,6,5,4,5,5,4,5,2,4,4,4,5,4,4,4,1,,1,,,,4,1,,,,,,,,,,,,3,3,3,1,1,3,2,3,1,5,,,,,,,2,3,3,3,4,4,2,3,3,2,1,17,2,,37.1882019,-3.606704712,-1
R_ac9yhb7jBOEx6Tj,Default Response Set,Anonymous,,,83.42.219.63,0,5/7/2016 18:07,5/7/2016 18:16,1,602787,2,,1,,,,,,,,,,1,4,1,1,1,2,5,5,5,5,3,5,,6,7,2,4,7,1,1,2,4,4,1,4,3,5,7,5,7,4,2,6,7,7,6,3,4,7,1,5,4,5,6,2,7,7,1,2,1,4,3,1,,1,,,,,,,,,,,,,,,6,1,3,3,3,1,1,3,3,3,1,5,,,,,,,1,3,2,3,4,3,2,2,1,6,1,11,1,,37.98699951,-1.130004883,-1
R_eVYfgn3e5N3ws73,Default Response Set,Anonymous,,,85.136.124.195,0,5/7/2016 18:09,5/7/2016 18:17,1,602792,2,,1,,,,,,,,,,1,4,1,1,1,1,5,5,5,5,2,5,,7,7,2,1,5,1,1,1,6,7,1,5,1,7,7,7,7,6,2,7,7,7,7,1,3,7,1,6,6,7,7,2,7,7,1,4,1,5,4,1,,2,,,,,,,,,,,,,,,2,1,2,1,2,2,2,1,1,1,2,5,,,,,,,2,3,4,3,4,5,2,1,2,5,2,13,2,,37.38240051,-5.976104736,-1
R_0p28gS3FDMB18s5,Default Response Set,Anonymous,,,84.122.248.72,0,5/7/2016 18:06,5/7/2016 18:20,1,602786,2,,1,,,,,,,,,,1,8,2,1,1,2,3,5,5,5,1,5,,3,7,6,1,1,5,1,2,6,7,2,1,2,6,7,7,7,5,2,5,6,7,7,2,3,7,4,7,7,2,7,2,5,6,2,2,5,6,5,1,,1,,,,,,,,4,4,4,4,4,4,1,,,2,2,2,1,1,2,2,1,1,5,,,,,,,1,1,1,1,1,1,1,5,3,3,1,52,1,,36.13330078,-5.450500488,-1
R_1RdsHAzv0eiOO1v,Default Response Set,Anonymous,,,88.9.135.253,0,5/7/2016 18:20,5/7/2016 18:31,1,602796,2,,1,,,,,,,,,,1,4,2,1,1,1,4,5,5,5,3,5,,3,7,2,5,6,2,1,1,6,7,3,4,5,5,7,7,6,7,2,7,7,7,7,2,1,7,3,7,7,4,7,2,7,7,1,2,3,6,5,1,,1,,,,5,1,,,,,,,,,,,,2,1,2,1,1,2,2,2,1,5,,,,,,,1,1,1,1,4,4,2,1,5,2,1,15,5,,40.41650391,-3.702606201,-1
R_1Ms49lIbNLx9zSJ,Default Response Set,Anonymous,,,88.3.56.159,0,5/7/2016 18:18,5/7/2016 18:33,1,602794,2,,1,,,,,,,,,1,,3,1,1,1,1,2,5,5,5,1,5,,7,7,4,3,7,2,3,3,1,7,1,7,1,5,7,7,6,7,4,7,7,7,7,3,1,7,7,7,7,5,7,2,3,7,4,2,7,7,7,1,,2,,4,1,,,,,,,,,,,,,,2,1,2,2,1,2,1,1,1,5,,,,,,,1,1,1,1,1,1,1,6,1,3,1,9,1,,39.57429504,2.655197144,-1
R_6XPv5FmvHLq4HVr,Default Response Set,Anonymous,,,79.154.145.125,0,5/7/2016 18:22,5/7/2016 18:35,1,602797,2,,1,,,,,,,,,,1,4,1,1,1,1,2,5,5,5,3,5,,2,7,7,4,6,2,3,5,1,2,2,1,4,5,5,7,7,3,3,7,7,5,7,5,5,5,5,7,3,5,6,2,5,7,2,7,5,4,1,1,,1,,,,,,5,1,,,,,,,,,,3,3,3,1,1,3,2,3,1,5,,,,,,,3,3,2,2,4,4,1,7,3,3,1,11,7,grado superior,41.38879395,2.158996582,-1
R_bIOhbQ54QK1x2O9,Default Response Set,Anonymous,,,85.59.110.181,0,5/7/2016 18:27,5/7/2016 18:37,1,602801,2,,1,,,,,,,,,,1,2,1,1,2,1,3,5,5,5,2,5,,6,7,1,7,7,1,1,1,4,7,5,5,1,7,7,7,7,3,1,6,6,7,7,1,4,7,1,7,7,5,7,2,7,6,1,6,3,4,4,1,,1,,7,1,,,,,,,,,,,,,,2,2,2,2,2,2,3,2,2,5,,,,,,,1,3,3,3,2,2,1,2,3,2,1,5,1,,36.6000061,-4.536804199,-1
R_cZN41zicXOXhWbX,Default Response Set,Anonymous,,,188.86.73.7,0,5/7/2016 18:26,5/7/2016 18:38,1,602800,2,,1,,,,,,,,,,1,4,1,5,2,1,1,5,5,5,2,5,,6,7,4,4,6,1,1,4,6,6,2,3,4,5,6,6,7,4,2,5,6,5,7,2,4,6,2,6,2,6,6,2,7,4,1,3,5,5,4,1,,1,,,,6,1,,,,,,,,,,,,3,3,3,3,1,3,2,3,1,4,7,7,7,7,7,5,2,2,1,3,3,2,2,6,2,2,1,12,2,,40.41720581,-3.684005737,-1
R_6f1GWZMAc063pbv,Default Response Set,Anonymous,,,92.177.146.153,0,5/7/2016 18:29,5/7/2016 18:41,1,602803,2,,1,,,,,,,,,,1,7,1,1,1,1,4,5,5,5,3,5,,7,7,2,4,6,1,1,3,6,6,1,4,2,6,6,6,7,,2,6,7,7,7,3,3,6,1,7,6,1,6,2,6,7,1,2,2,5,5,1,,1,,,,,,,,1,1,1,1,1,6,1,,,3,3,3,1,1,3,2,3,1,5,,,,,,,3,3,3,3,4,5,1,5,2,2,1,52,2,,42.35020447,-3.675292969,-1
R_4IXUtjghpsk3jbn,Default Response Set,Anonymous,,,92.176.243.106,0,5/7/2016 18:35,5/7/2016 18:43,1,602805,2,,1,,,,,,,,,,1,3,1,1,1,1,1,5,5,5,1,5,,5,6,3,1,6,2,1,2,5,7,3,5,1,7,7,6,7,5,2,6,6,5,6,2,2,5,3,5,6,5,6,2,6,6,3,2,2,6,5,1,,1,,,,,,3,1,,,,,,,,,,2,1,2,1,1,1,2,1,1,4,5,6,5,5,7,3,1,1,1,3,3,5,1,4,5,2,1,7,2,,40.48199463,-3.36000061,-1
R_7WZRR9ic3Z4wpzT,Default Response Set,Anonymous,,,37.222.212.12,0,5/7/2016 18:34,5/7/2016 18:44,1,602804,2,,1,,,,,,,,,,1,8,1,1,1,2,2,5,5,5,3,5,,4,5,5,2,6,4,2,2,4,6,4,4,2,6,6,6,6,5,2,6,6,6,6,2,2,6,5,6,6,6,6,2,4,5,5,3,4,5,5,1,,1,,,,,,,,,,,,,,,4,1,3,3,3,3,3,3,3,3,1,4,7,7,7,7,7,7,4,4,4,4,4,4,1,5,2,2,1,60,2,,39.46980286,-0.37739563,-1
R_abZ1fBG7lpzBqTj,Default Response Set,Anonymous,,,185.72.53.230,0,5/7/2016 18:42,5/7/2016 18:53,1,602809,2,,1,1,1,1,,,,,1,,,5,1,1,1,1,1,5,5,5,3,5,,5,7,6,5,7,3,,5,3,5,2,4,5,5,5,4,7,5,5,7,6,5,7,3,2,6,4,7,6,6,5,2,5,7,2,2,6,7,6,1,,1,,,,,,,,2,2,3,3,3,5,1,,,3,3,2,1,1,3,2,3,1,3,6,6,7,7,6,4,1,1,1,1,1,1,1,1,4,3,2,21,2,,37.64129639,-0.716506958,-1
R_73du4wOnpA1UVgx,Default Response Set,Anonymous,,,85.57.237.173,0,5/7/2016 18:42,5/7/2016 18:54,1,602810,2,,1,,1,1,,,,,,,,3,1,1,1,1,2,5,5,5,2,5,,6,7,4,6,7,3,4,4,4,4,5,4,3,6,4,7,7,5,2,4,5,6,6,3,4,3,2,1,4,1,5,2,6,6,4,4,5,6,5,6,,1,,,,,,,,,,,,,,,4,1,2,2,2,3,2,1,3,2,3,5,,,,,,,3,3,3,3,3,3,2,2,3,2,1,8,2,,41.67419434,2.790405273,-1
R_0IdN419RngNVX01,Default Response Set,Anonymous,,,90.74.116.130,0,5/7/2016 18:46,5/7/2016 18:56,1,602815,2,,1,,,,,,,,,,1,4,2,1,3,1,3,5,5,5,3,5,,3,7,3,3,6,2,4,2,6,5,3,3,3,6,6,7,5,3,3,6,6,6,7,3,5,5,3,6,7,5,6,2,7,7,3,3,3,5,5,1,,1,,2,1,,,,,,,,,,,,,,2,3,3,1,1,1,2,1,1,5,,,,,,,2,2,2,2,3,2,2,1,6,3,1,14,5,,40.41650391,-3.702606201,-1
R_eUOCSgoC5zGsLl3,Default Response Set,Anonymous,,,77.231.150.150,0,5/7/2016 18:45,5/7/2016 18:57,1,602814,2,,1,,,,,,,,,,1,4,1,1,1,1,1,5,5,5,2,5,,5,5,5,5,6,4,3,4,4,5,5,5,5,5,6,6,6,5,4,6,5,4,6,5,4,4,5,5,5,6,5,2,4,4,4,2,5,5,5,6,,1,,,,,,4,1,,,,,,,,,,2,2,2,2,1,1,2,1,1,5,,,,,,,2,2,3,2,2,2,2,4,1,3,1,13,2,,41.38879395,2.158996582,-1
R_57699p02DEVhxtz,Default Response Set,Anonymous,,,77.225.252.23,0,5/7/2016 18:45,5/7/2016 18:57,1,602812,2,,1,,,,,,,,,,1,4,1,2,1,1,3,4,5,5,2,5,,3,7,6,5,7,2,3,5,5,5,5,6,5,4,5,5,6,6,3,7,6,6,6,5,2,5,5,6,5,6,7,2,5,7,3,6,7,7,7,1,,1,,,,4,1,,,,,,,,,,,,2,2,2,1,1,1,2,1,1,5,,,,,,,1,1,3,2,3,2,2,2,6,5,1,16,5,,39.47650146,-6.372192383,-1
R_3lMU61Udo36hflH,Default Response Set,Anonymous,,,93.156.0.46,0,5/7/2016 18:56,5/7/2016 19:04,1,602816,2,,1,,,,,,,,,,1,4,1,2,2,1,2,2,5,5,2,5,,7,7,5,1,7,1,1,1,7,7,1,5,1,7,7,7,7,2,1,6,7,7,7,1,5,7,2,7,7,5,7,2,7,7,2,3,7,7,5,1,,1,,,,,,1,1,,,,,,,,,,2,1,2,1,1,1,2,1,1,4,7,7,7,7,7,7,3,3,3,3,3,3,2,2,1,4,2,11,2,,43.55470276,-5.924804688,-1
R_eeytrCt7HRy5Nxr,Default Response Set,Anonymous,,,90.165.83.212,0,5/7/2016 18:59,5/7/2016 19:18,1,602817,2,,1,,,1,,,,,,,,4,1,1,1,1,3,5,5,5,3,5,,6,6,2,2,5,3,3,2,4,5,2,1,4,4,5,6,6,6,2,5,6,6,5,5,6,5,6,6,5,7,4,2,5,6,3,2,6,6,2,1,,1,,2,1,,,,,,,,,,,,,,2,1,2,2,2,2,1,2,2,5,,,,,,,2,2,4,3,4,3,1,1,6,5,4,13,4,,40.41650391,-3.702606201,-1
R_eyYDRKXFGB3XyOp,Default Response Set,Anonymous,,,176.84.1.139,0,5/7/2016 19:12,5/7/2016 19:26,1,602821,2,,1,,,,,,,,,,1,3,1,1,1,1,2,5,5,5,1,5,,3,6,5,5,7,4,4,6,6,5,6,5,6,5,6,6,7,6,6,7,6,6,7,6,6,6,5,5,5,6,6,2,6,6,6,4,5,6,6,1,,3,,,,,,,,1,1,1,1,2,2,1,,,2,1,2,1,1,2,1,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,5,2,10,1,,41.31689453,2.016799927,-1
R_er0Fgj2g0QF3PMh,Default Response Set,Anonymous,,,176.84.1.139,0,5/7/2016 19:30,5/7/2016 19:33,1,602821,2,,1,,,,,,,,,,1,3,1,1,1,1,2,5,5,5,1,5,,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,5,6,6,6,7,6,5,7,6,6,6,6,6,6,6,7,2,6,6,6,6,6,6,6,1,,3,,,,2,1,,,,,,,,,,,,2,1,2,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,5,2,10,2,,41.31689453,2.016799927,-1
R_8p1jNSD48IQPht3,Default Response Set,Anonymous,,,80.30.90.2,0,5/7/2016 19:28,5/7/2016 19:34,1,602823,2,,1,1,,,,,,,,,,3,1,1,1,1,4,5,5,5,2,5,,5,2,4,4,3,3,2,4,3,2,5,2,2,4,5,4,5,3,5,2,6,1,3,2,3,4,1,3,4,3,6,2,5,2,3,4,4,6,2,1,,2,,,,,,,,,,,,,,,4,1,2,1,2,2,1,2,1,1,1,5,,,,,,,1,1,1,1,1,1,1,2,1,4,1,6,2,,37.76919556,-3.790298462,-1
R_eP4Q9aHKkFFzW4Z,Default Response Set,Anonymous,,,77.27.168.58,0,5/7/2016 19:42,5/7/2016 19:48,1,602824,2,,1,,,,,,,,,,1,3,1,1,2,1,1,5,5,5,2,5,,6,7,3,3,7,2,2,3,6,6,2,4,3,5,6,6,6,6,3,6,6,4,6,3,4,5,4,6,6,6,3,2,6,6,2,2,2,6,6,1,,1,,,,,,,,,,,,,,,4,1,2,2,2,2,1,2,3,3,1,3,7,7,7,7,7,7,3,2,3,3,4,2,1,6,4,4,1,10,4,,42.33129883,-7.862701416,-1
R_9TUNnFwyICW7fDv,Default Response Set,Anonymous,,,85.59.250.168,0,5/7/2016 20:10,5/7/2016 20:19,1,602827,2,,1,,,,,,,,,,1,4,1,1,2,1,2,5,5,3,1,5,,5,4,5,6,7,4,4,5,4,4,5,5,5,3,4,4,5,7,6,7,5,5,4,6,2,3,5,6,4,5,4,2,4,5,5,2,6,7,6,1,,1,,,,,,2,1,,,,,,,,,,2,1,2,1,1,2,1,2,1,3,2,2,1,1,2,2,3,3,2,3,1,1,2,1,5,3,2,18,4,,43.46150208,-5.059494019,-1
R_4JdPtwP80QBvCRL,Default Response Set,Anonymous,,,188.86.135.67,0,5/7/2016 20:51,5/7/2016 21:03,1,602835,2,,1,,1,,,,,,,,,4,1,1,1,1,4,5,5,5,3,5,,7,6,4,3,6,3,4,4,4,5,4,5,4,5,4,6,5,4,3,1,5,5,1,4,3,4,4,4,4,3,4,2,4,7,2,4,5,7,3,1,,1,,5,1,,,,,,,,,,,,,,2,2,2,2,2,1,2,1,2,5,,,,,,,1,1,1,1,1,1,2,6,5,4,1,16,2,,42.23280334,-8.722595215,-1
R_brZhvP7K6LYa51j,Default Response Set,Anonymous,,,79.109.33.14,0,5/7/2016 20:52,5/7/2016 21:08,1,602836,2,,1,,,,,,,,,,1,4,1,1,2,1,2,3,5,5,2,5,,7,7,6,1,6,1,1,2,7,6,1,2,2,6,6,7,5,4,1,6,5,3,5,1,3,7,4,2,7,4,6,2,7,7,5,3,3,5,2,1,,1,,,,2,1,,,,,,,,,,,,2,2,2,2,1,3,3,1,1,3,7,7,7,7,7,7,1,4,5,3,6,7,2,2,5,4,2,14,2,,42.6000061,-5.570297241,-1
